Wavelength,ATTO465 EM,ATTO465 EX,ATTO488 EM,ATTO488 EX,ATTO520 EM,ATTO520 EX,ATTO532 EM,ATTO532 EX,ATTO550 EM,ATTO550 EX,ATTO565 EM,ATTO565 EX,ATTO590 EM,FAM EM,FAM EX,ATTO590 EX,ATTO594 EM,ATTO594 EX,ATTO620 EM,ATTO620 EX,ATTO647N EM,ATTO647N EX,ATTO655 EM,ATTO655 EX,ATTO680 EM,ATTO680 EX,Cy3 EM,Cy3 EX,Cy5 EM,Cy5 EX,Cy5_5 EM,Cy5_5 EX,HEX EM,HEX EX,JOE EM,JOE EX,ROX EM,ROX EX,TAMRA EM,TAMRA EX,TexasRed EM,TexasRed EX,Rhodamine6G EM,Rhodamine6G EX
369,,0.058277057,,0.025294373,,0.018480518,,0.023969697,,0.035246753,,0.086774891,,,0.017236499,0.093761904,,0.068562773,,0.027627707,,0.021,,0.014658009,,0.045658009,,,,,,,,0.0089738,,0.0218,,0.1004,,,,,,
370,,0.060848486,,0.024705628,,0.018419912,,0.023047619,,0.032878788,,0.085316016,,,0.017516799,0.093428571,,0.069735932,,0.02783117,,0.021398268,,0.01504329,,0.045324676,,,,,,,,0.00898776,,0.02,,0.1004,,,,,,
371,,0.063696971,,0.024294372,,0.018506492,,0.022341991,,0.030588744,,0.083225107,,,0.017797099,0.092679654,,0.070969698,,0.028077923,,0.021770563,,0.015060606,,0.044796538,,,,,,,,0.00935062,,0.0186,,0.1002,,,,,,
372,,0.067108227,,0.023705628,,0.018740259,,0.021675325,,0.028415584,,0.08065368,,,0.0179372,0.091337664,,0.072311689,,0.028432901,,0.022229437,,0.014952381,,0.044294373,,,,,,,,0.00943436,,0.0176,,0.0987,,,,,,
373,,0.070419915,,0.023203463,,0.019077921,,0.021112554,,0.026359307,,0.077731603,,,0.0180774,0.089731603,,0.073809524,,0.028584415,,0.022601732,,0.014627706,,0.043796538,,,,,,,,0.00961579,,0.0165,,0.0964,,,,,,
374,,0.073878789,,0.022766234,,0.0194329,,0.020584416,,0.024666667,,0.074476192,,,0.0182175,0.087792208,,0.075073593,,0.02908225,,0.022909091,,0.014281385,,0.043324676,,,,,,,,0.00981117,,0.0164,,0.0937,,,,,,
375,,0.077506494,,0.022372294,,0.019766233,,0.020311688,,0.023541126,,0.070930738,,,0.0184978,0.085385281,,0.076134199,,0.029722943,,0.023367965,,0.014108225,,0.042658009,,,,,,,,0.0102578,,0.016,,0.0905,,,,,,
376,,0.081190478,,0.022,,0.020233766,,0.020186147,,0.02247619,,0.066982685,,,0.018778,0.082658008,,0.076774892,,0.030593073,,0.024,,0.014108225,,0.041952381,,,,,,,,0.0103834,,0.0156,,0.0868,,,,,,
377,,0.085108226,,0.021627706,,0.020748918,,0.020341991,,0.021493506,,0.062800867,,,0.018778,0.079800864,,0.076714285,,0.03178355,,0.024541126,,0.014190476,,0.041121212,,,,,,,,0.0108021,,0.0156,,0.0829,,,,,,
378,,0.089017317,,0.021142857,,0.020891775,,0.020627706,,0.020285714,,0.058597403,,,0.019198401,0.077095237,,0.07608658,,0.033341992,,0.024969697,,0.014597403,,0.040121212,,,,,,,,0.0110533,,0.0155,,0.0787,,,,,,
379,,0.093251083,,0.020857143,,0.020861472,,0.020800866,,0.018835498,,0.054389611,,,0.0196188,0.074640692,,0.07491342,,0.034848485,,0.025506494,,0.015,,0.038861471,,,,,,,,0.0111231,,0.0153,,0.0746,,,,,,
380,,0.097675325,,0.020372294,,0.020857143,,0.020861472,,0.017186147,,0.050437229,,,0.0196188,0.072541126,,0.073194805,,0.036640693,,0.026372295,,0.015402598,,0.037627705,,,,,,,,0.0116255,,0.0151,,0.0714,,,,,,
381,,0.102203463,,0.02,,0.020744589,,0.020857143,,0.015909091,,0.046865801,,,0.019758999,0.071056278,,0.071103896,,0.038060606,,0.027168832,,0.015627706,,0.036463203,,,,,,,,0.0118627,,0.0153,,0.0673,,,,,,
382,,0.106705627,,0.019627705,,0.020766234,,0.020744589,,0.014774892,,0.043805195,,,0.019758999,0.070225109,,0.06861039,,0.039445888,,0.02774026,,0.01583117,,0.035168831,,,,,,,,0.0125466,,0.0155,,0.0634,,,,,,
383,,0.111112554,,0.019233765,,0.020831169,,0.020766234,,0.014038961,,0.041207792,,,0.019758999,0.070004329,,0.06595238,,0.040467533,,0.028506493,,0.016168832,,0.033831169,,,,,,,,0.0130071,,0.0156,,0.0608,,,,,,
384,,0.115645021,,0.018796536,,0.020939394,,0.020922078,,0.013722944,,0.038896104,,,0.0201794,0.07008658,,0.063077922,,0.041125541,,0.029510822,,0.016463205,,0.032627706,,,,,,,,0.0129374,,0.016,,0.0564,,,,,,
385,,0.120389611,,0.018203462,,0.021090909,,0.021060606,,0.013900433,,0.036805196,,,0.0204596,0.070896104,,0.060220779,,0.041839827,,0.030510822,,0.016627707,,0.031402597,,,,,,,,0.0137608,,0.0164,,0.0545,,,,,,
386,,0.125298703,,0.017766233,,0.021,,0.020982684,,0.014419914,,0.03517749,,,0.0201794,0.071926407,,0.057662337,,0.042212121,,0.031688312,,0.016861473,,0.03,,,,,,,,0.0139003,,0.0165,,0.0521,,,,,,
387,,0.13070563,,0.017372295,,0.021090909,,0.020580086,,0.01517749,,0.034034633,,,0.0198991,0.073251082,,0.055640692,,0.042354978,,0.032800867,,0.017030304,,0.028597402,,,,,,,,0.0142074,,0.0165,,0.05,,,,,,
388,,0.13619048,,0.016909092,,0.021030303,,0.020030303,,0.015692642,,0.033359308,,,0.019758999,0.074766234,,0.053883116,,0.042467532,,0.033891776,,0.01709091,,0.027281385,,,,,,,,0.0144725,,0.0167,,0.0485,,,,,,
389,,0.141909092,,0.016597404,,0.020861472,,0.019463203,,0.015922079,,0.03304762,,,0.0193386,0.076233767,,0.05269697,,0.04221645,,0.034718615,,0.017000001,,0.026047619,,,,,,,,0.0150168,,0.0167,,0.0471,,,,,,
390,,0.147597403,,0.016281386,,0.020627706,,0.018766233,,0.015779221,,0.032770563,,,0.0193386,0.077748919,,0.051883117,,0.041688311,,0.035463203,,0.017000001,,0.024939394,,,,,,,,0.0155192,,0.0165,,0.0458,,,,,,
391,,0.153190476,,0.016229438,,0.020463204,,0.018203462,,0.015510823,,0.032489178,,,0.0193386,0.078982685,,0.051731602,,0.041012987,,0.03625974,,0.016909092,,0.02395671,,,,,,,,0.015770501,,0.0169,,0.0447,,,,,,
392,,0.159017315,,0.016000001,,0.020168831,,0.017705627,,0.015510823,,0.032121212,,,0.0190583,0.079982684,,0.051692641,,0.040077922,,0.036861471,,0.016878789,,0.023341991,,,,,,,,0.0160356,,0.0169,,0.0439,,,,,,
393,,0.164896104,,0.015770564,,0.019831169,,0.017203463,,0.015506494,,0.031402597,,,0.018918199,0.080839828,,0.051991342,,0.039251082,,0.037580086,,0.017108226,,0.022675325,,,,,,,,0.0164124,,0.0169,,0.0432,,,,,,
394,,0.171177489,,0.015718615,,0.019536796,,0.016675325,,0.015740261,,0.030597402,,,0.0184978,0.081445888,,0.052584415,,0.038614719,,0.038151515,,0.017510823,,0.022112554,,,,,,,,0.016635699,,0.0167,,0.0427,,,,,,
395,,0.178125543,,0.015402598,,0.019372294,,0.016432902,,0.016168832,,0.029787878,,,0.018357599,0.081779222,,0.0534329,,0.038298701,,0.038354978,,0.017909091,,0.021766234,,,,,,,,0.0171382,,0.0171,,0.0424,,,,,,
396,,0.185389614,,0.015,,0.019138527,,0.016077923,,0.016463205,,0.029389609,,,0.0182175,0.081904764,,0.054077922,,0.038207792,,0.038437229,,0.018458874,,0.021372294,,,,,,,,0.017319599,,0.0171,,0.0419,,,,,,
397,,0.192818183,,0.014597403,,0.018969696,,0.01583117,,0.016627707,,0.029246752,,,0.0184978,0.081779222,,0.054922079,,0.038584415,,0.038264069,,0.019030302,,0.020909091,,,,,,,,0.017808,,0.0167,,0.0418,,,,,,
398,,0.20027706,,0.014190476,,0.018999999,,0.015627706,,0.016770564,,0.029251081,,,0.018637899,0.081536797,,0.05565801,,0.039207792,,0.038030303,,0.019402597,,0.020597403,,,,,,,,0.0182686,,0.0169,,0.0412,,,,,,
399,,0.207787881,,0.014108225,,0.019030302,,0.015402598,,0.01709091,,0.029627705,,,0.018637899,0.080779221,,0.056445888,,0.040298702,,0.037688311,,0.01977922,,0.020281385,,,,,,,,0.018575599,,0.0169,,0.0415,,,,,,
400,,0.215528139,,0.014108225,,0.018861471,,0.015,,0.017168832,,0.029891774,,,0.0190583,0.079904762,,0.056870131,,0.041705628,,0.037281385,,0.019939394,,0.020138528,,0.0019,,,,,,0.018966399,,0.0169,,0.0415,,,0,0.022,,0.0298
401,,0.223497834,,0.014281385,,0.018627705,,0.014779221,,0.017203464,,0.029982683,,,0.0190583,0.078779221,,0.056935066,,0.043190476,,0.037138528,,0.020233766,,0.019969697,,0.002,,,,,,0.0191758,,0.0169,,0.0412,,,0,0.0064,,0.0294
402,,0.2318961,,0.014627706,,0.018372293,,0.0144329,,0.01739394,,0.029748917,,,0.0193386,0.077445888,,0.056640693,,0.045,,0.036969697,,0.020484849,,0.019909091,,0.0019,,,,,,0.019566501,,0.0169,,0.0411,,,0,0.0057,,0.029
403,,0.240787876,,0.014861472,,0.018229436,,0.013891775,,0.01760606,,0.029324675,,,0.0196188,0.075839826,,0.056073593,,0.046718615,,0.036909091,,0.020606061,,0.02,,0.0019,,,,,,0.0201666,,0.0174,,0.0412,,,0,0.0064,,0.029
404,,0.249909091,,0.015030303,,0.017999999,,0.013177489,,0.017796536,,0.028796537,,,0.0201794,0.073982684,,0.055212122,,0.04826407,,0.037,,0.020796537,,0.02,,0.0022,,,,,,0.020278299,,0.0174,,0.0413,,,0,0.0051,,0.0288
405,,0.258909095,,0.015,,0.017770562,,0.012311688,,0.018012986,,0.028203463,,,0.0207399,0.071982683,,0.054121213,,0.049839827,,0.036909091,,0.020922078,,0.02,,0.0021,,,,,,0.020501601,,0.0172,,0.0418,,,0,0.0063,,0.0287
406,,0.267787885,,0.014969697,,0.017627705,,0.011601732,,0.017969696,,0.027675325,,,0.020880001,0.069839826,,0.052952382,,0.051073593,,0.036969697,,0.020939394,,0.02,,0.0025,,,,,,0.021031899,,0.0174,,0.0423,,,0,0.0043,,0.0283
407,,0.276896113,,0.015138528,,0.017372295,,0.010735931,,0.01795238,,0.027341992,,,0.0213004,0.067354978,,0.051748918,,0.052103896,,0.037047619,,0.021090909,,0.02,,0.0021,,,,,,0.021157499,,0.0174,,0.0426,,,0,0.0055,,0.028
408,,0.286406934,,0.015281386,,0.017229438,,0.010112554,,0.017718614,,0.027138529,,,0.021861,0.064748917,,0.050354978,,0.05282251,,0.037251082,,0.021090909,,0.02,,0.002,,,,,,0.0216181,,0.0174,,0.0427,,,0,0.0049,,0.0276
409,,0.296316024,,0.015506494,,0.017000001,,0.009705627,,0.017402598,,0.027000001,,,0.022281401,0.061952381,,0.048658009,,0.052965367,,0.03773593,,0.021030303,,0.02,,0.0024,,,,,,0.021883201,,0.0178,,0.0435,,,0,0.0036,,0.027
410,,0.306683984,,0.015969698,,0.016770564,,0.009203463,,0.017000001,,0.026861473,,,0.022841901,0.058939394,,0.046922078,,0.05291342,,0.038281385,,0.020861472,,0.02,,0.0024,,,,,,0.0220368,,0.0181,,0.0438,,,0,0.0036,,0.0267
411,,0.317593071,,0.016450217,,0.016627707,,0.008675325,,0.016688313,,0.02665801,,,0.0236827,0.056060606,,0.045168831,,0.052316017,,0.038909091,,0.020718615,,0.019909091,,0.003,,,,,,0.0221205,,0.0181,,0.0443,,,0,0.0018,,0.0262
412,,0.329194801,,0.016969697,,0.016372295,,0.008251082,,0.01631169,,0.026324676,,,0.024243301,0.053138529,,0.043463203,,0.050995671,,0.039688311,,0.020402597,,0.019969697,,0.0024,,,,,,0.0223577,,0.0185,,0.0446,,,0,0.0018,,0.026
413,,0.341242421,,0.017506493,,0.016138529,,0.008017316,,0.016000001,,0.025796537,,,0.025364401,0.050281386,,0.041627705,,0.049372294,,0.040402597,,0.02,,0.020138528,,0.0027,,,,,,0.022427499,,0.0188,,0.0454,,,0,0.0035,,0.0255
414,,0.354043286,,0.018372294,,0.015969698,,0.008108225,,0.015597403,,0.025203464,,,0.0264854,0.047597403,,0.039861471,,0.047225108,,0.041121212,,0.019597402,,0.020372294,,0.0027,,,,,,0.022595,,0.019,,0.0456,,,0,0.0018,,0.0251
415,,0.367748918,,0.019077921,,0.015909092,,0.008281385,,0.015372295,,0.024675325,,,0.0274664,0.045,,0.038030302,,0.044506493,,0.041580086,,0.019281385,,0.020627706,,0.0031,,,,,,0.0227904,,0.0193,,0.0463,,,0,0.0012,,0.0247
416,,0.382445885,,0.019800865,,0.016000001,,0.008718615,,0.015168831,,0.024341991,,,0.0290078,0.042311688,,0.036090909,,0.04138961,,0.041891774,,0.019138527,,0.020861472,,0.0031,,,,,,0.0227206,,0.0197,,0.0463,,,0,0.0006,,0.0245
417,,0.397870131,,0.020675325,,0.015909092,,0.008891775,,0.014831169,,0.024138528,,,0.0304092,0.039688312,,0.033909091,,0.037982684,,0.04221212,,0.018969696,,0.021030303,,0.0031,,,,,,0.0227904,,0.02,,0.0468,,,0,0.0005,,0.0243
418,,0.413935063,,0.021562771,,0.015969698,,0.008891775,,0.014627706,,0.024,,,0.031950701,0.036909091,,0.031969698,,0.034432901,,0.04221212,,0.01890909,,0.021090909,,0.0033,,,,,,0.0227485,,0.0204,,0.0471,,,0,0.0011,,0.0241
419,,0.430640691,,0.022705628,,0.01604762,,0.008718615,,0.014402597,,0.023861472,,,0.0340527,0.034281386,,0.030138529,,0.030688312,,0.042073592,,0.018999999,,0.021,,0.0035,,,,,,0.0228462,,0.0209,,0.0473,,,0,0.0022,,0.0238
420,,0.448164504,,0.024017316,,0.016341992,,0.008372294,,0.014,,0.023658009,,,0.0357343,0.031735932,,0.028372295,,0.026878788,,0.041640692,,0.018999999,,0.020909091,,0.0037,,,,,,0.022692701,,0.0211,,0.0472,,,0,0.0033,,0.0237
421,,0.466242423,,0.025562771,,0.016766234,,0.008138528,,0.013597403,,0.023324675,,,0.037556101,0.029251083,,0.026536797,,0.023329005,,0.040935064,,0.018999999,,0.020969697,,0.0037,,,,,,0.022860199,,0.0211,,0.0472,,,0,0.0028,,0.0234
422,,0.485164503,,0.027363636,,0.017142857,,0.007969697,,0.013281385,,0.022796537,,,0.040498901,0.02704762,,0.024831169,,0.019987013,,0.039961038,,0.018999999,,0.021138528,,0.004,,,,,,0.023027699,,0.0215,,0.0477,,,0,0.0028,,0.0232
423,,0.504822506,,0.029112554,,0.017627705,,0.007909091,,0.013138528,,0.022294372,,,0.042741001,0.024878788,,0.023077922,,0.016805195,,0.03847619,,0.019090908,,0.021372294,,0.0044,,,,,,0.0230974,,0.0218,,0.0475,,,0,0.0028,,0.0235
424,,0.525177476,,0.031077922,,0.017999999,,0.008,,0.012969697,,0.021705628,,,0.044983201,0.022878787,,0.0214329,,0.014177489,,0.03661039,,0.019030302,,0.021627706,,0.0045,,,,,,0.023069501,,0.0222,,0.047,,,0,0.0039,,0.0238
425,,0.546017307,,0.032969697,,0.018281384,,0.008,,0.012909091,,0.021294372,,,0.048486501,0.021047619,,0.019675325,,0.012034632,,0.034670996,,0.018861471,,0.021861472,,0.0051,,,,,,0.0230137,,0.0227,,0.0471,,,0,0.0039,,0.0236
426,,0.566999995,,0.034878788,,0.01873593,,0.007909091,,0.013,,0.020796537,,,0.051008999,0.019251082,,0.018112554,,0.010268398,,0.032432901,,0.018627705,,0.022030303,,0.005,,,,,,0.0233486,,0.0229,,0.047,,,0,0.0039,,0.0239
427,,0.587891772,,0.037047619,,0.019160173,,0.007969697,,0.013090909,,0.020233766,,,0.053671502,0.017645021,,0.016675325,,0.008835498,,0.030181819,,0.018372293,,0.022090909,,0.0053,,,,,,0.023488199,,0.0234,,0.0465,,,0,0.0044,,0.0239
428,,0.608701304,,0.039341991,,0.020017316,,0.008138528,,0.012939394,,0.019627705,,,0.057735398,0.016251082,,0.015341991,,0.007848485,,0.027627706,,0.018138527,,0.022,,0.0057,,,,,,0.023488199,,0.0239,,0.0461,,,0,0.0044,,0.0243
429,,0.629103906,,0.041675324,,0.021108225,,0.008281385,,0.012831169,,0.018999999,,,0.0608184,0.015047619,,0.014047619,,0.00695671,,0.025142857,,0.017969696,,0.022090909,,0.0058,,,,,,0.023488199,,0.0244,,0.0464,,,0,0.0038,,0.0252
430,,0.649194823,,0.044112553,,0.022190476,,0.008506493,,0.012766234,,0.018372294,,,0.064041503,0.013969697,,0.012969697,,0.006341991,,0.022766234,,0.017818181,,0.022030303,,0.0058,,,,,,0.023920801,,0.0251,,0.0461,,,0,0.0044,,0.0252
431,,0.668822532,,0.046675324,,0.023506494,,0.008969697,,0.012744589,,0.017857143,,,0.068385698,0.012818182,,0.011909091,,0.005675325,,0.020341991,,0.017969696,,0.021861472,,0.006,,,,,,0.0241441,,0.0257,,0.0456,,,0,0.006,,0.0258
432,,0.688056293,,0.0494329,,0.024969697,,0.009450216,,0.012766234,,0.017233766,,,0.071748897,0.011969697,,0.010909091,,0.005112554,,0.01795671,,0.018138527,,0.021627706,,0.006,,,,,,0.024004599,,0.0266,,0.0454,,,0,0.0054,,0.0265
433,,0.706852825,,0.051987012,,0.026450217,,0.010060606,,0.012831169,,0.0165671,,,0.075112097,0.011047619,,0.009969697,,0.004766234,,0.015939394,,0.018372293,,0.021372294,,0.0073,,,,,,0.0244093,,0.0274,,0.0446,,,0,0.0048,,0.0275
434,,0.725147196,,0.054800865,,0.027969697,,0.010536796,,0.012939394,,0.015922079,,,0.080016799,0.010341991,,0.009047619,,0.004372294,,0.01395671,,0.018627705,,0.021138528,,0.0079,,,,,,0.024646601,,0.0283,,0.0448,,,0,0.0032,,0.0284
435,,0.742852809,,0.057584416,,0.029506493,,0.011142857,,0.013,,0.015077923,,,0.083800502,0.009675324,,0.008251082,,0.004,,0.012251082,,0.018770562,,0.021060606,,0.0078,,,,,,0.024842,,0.0295,,0.0447,,,0,0.0047,,0.0296
436,,0.760056271,,0.060714286,,0.031281385,,0.011857143,,0.012969697,,0.014432901,,,0.087584101,0.009112554,,0.007735931,,0.003627706,,0.010645022,,0.018999999,,0.020939394,,0.0088,,,,,,0.025023401,,0.0309,,0.0444,,,0,0.0052,,0.0308
437,,0.776640684,,0.063813854,,0.033047619,,0.012372294,,0.013138528,,0.013675325,,,0.093469702,0.008675325,,0.007281386,,0.003142857,,0.009160173,,0.019229436,,0.020861472,,0.0087,,,,,,0.025232701,,0.0324,,0.0439,,,0,0.0056,,0.0324
438,,0.793043287,,0.067082253,,0.034939394,,0.012909091,,0.013372294,,0.013203463,,,0.097953998,0.008432901,,0.006909091,,0.002857143,,0.008017316,,0.019281385,,0.020627706,,0.0095,,,,,,0.0258328,,0.0338,,0.0442,,,0,0.0035,,0.0337
439,,0.809168834,,0.070584418,,0.03695671,,0.013597403,,0.013627706,,0.012705628,,,0.102719001,0.008077922,,0.006597403,,0.002372294,,0.007017316,,0.019597402,,0.020372294,,0.0097,,,,,,0.0259584,,0.0355,,0.0434,,,0,0.0035,,0.0355
440,0.001115152,0.825432902,,0.074341993,,0.039251082,,0.014281386,,0.013861472,,0.012203463,,,0.110146001,0.007922078,,0.006372295,,0.001909091,,0.006251082,,0.02,,0.020229437,,0.0104,,,,,,0.026628301,,0.0375,,0.0435,,,0,0.003,,0.0374
441,0.000912121,0.841584412,,0.077956712,,0.041645021,,0.015138529,,0.013939394,,0.011675325,,,0.115891002,0.0075671,,0.006168831,,0.001597403,,0.005675325,,0.020402597,,0.02,,0.0108,,,,,,0.0271866,,0.0394,,0.0436,,,0,0.0041,,0.0397
442,0.0008671,0.858173152,,0.081848487,,0.044160173,,0.015969697,,0.014151515,,0.011341991,,,0.122056998,0.007324676,,0.005831169,,0.001281385,,0.005112554,,0.020718615,,0.019770563,,0.0118,,,,,,0.0276192,,0.042,,0.043,,,0,0.0025,,0.0412
443,0.000980087,0.874844143,,0.0858355,,0.047017316,,0.016909091,,0.014077922,,0.011047619,,,0.131446004,0.006796537,,0.005536797,,0.001138528,,0.004675325,,0.020861472,,0.019718614,,0.0122,,,,,,0.028317001,,0.0441,,0.0428,,,0,0.0025,,0.0435
444,0.001251082,0.89175756,,0.0902684,,0.050017315,,0.017909091,,0.014203463,,0.010969697,,,0.139014006,0.006203463,,0.005463203,,0.000969697,,0.004341991,,0.021030303,,0.019402597,,0.0129,,,,,,0.0290707,,0.0464,,0.0426,,,0,0.0025,,0.0457
445,0.001554113,0.908636346,,0.094943724,,0.053160173,,0.018969697,,0.01430303,,0.010909091,,,0.147000998,0.005675325,,0.005168831,,0.000909091,,0.004138528,,0.021181818,,0.018999999,,0.0136,,,,,,0.029796399,,0.0498,,0.0423,,,0,0.003,,0.0481
446,0.002038961,0.925562764,,0.100147187,,0.056645022,,0.020047619,,0.014484848,,0.010909091,,,0.159052998,0.005341991,,0.004831169,,0.001,,0.004,,0.021030303,,0.01868831,,0.0149,,,,,,0.031261802,,0.0522,,0.0423,,,0,0.0015,,0.0506
447,0.003034632,0.941826837,,0.105852814,,0.060341992,,0.021251082,,0.014904762,,0.010969697,,,0.168582007,0.005047619,,0.004536797,,0.001,,0.003770563,,0.020861472,,0.018311687,,0.015,,,,,,0.032517798,,0.0547,,0.042,,,0,0.001,,0.0535
448,0.004406926,0.957099573,,0.111965368,,0.064077923,,0.022645022,,0.015432901,,0.011047619,,,0.178531006,0.004969697,,0.004372294,,0.001,,0.003627706,,0.020627706,,0.017999999,,0.0163,,,,,,0.033941399,,0.0582,,0.0417,,,0,0.0028,,0.0568
449,0.006359307,0.970567103,,0.118792207,,0.067831171,,0.024251083,,0.015848486,,0.011341991,,,0.192684993,0.004909091,,0.004138528,,0.001,,0.003372294,,0.020372294,,0.017597402,,0.0175,,,,,,0.035169501,,0.0608,,0.0415,,,0,0.004,,0.0601
450,0.008675325,0.982238092,,0.126333332,,0.071445889,,0.026047619,,0.016458875,,0.011766234,,,0.203474998,0.005,,0.003969697,,0.001,,0.003138528,,0.020138528,,0.017281386,,0.0183,,,,,,0.036481399,,0.0637,,0.0412,0,0.0166,0,0.0043,,0.0638
451,0.011004329,0.991077927,,0.134476189,,0.075341993,,0.027969698,,0.016909092,,0.012142857,,,0.214545995,0.005,,0.003909091,,0.001,,0.002969697,,0.019969697,,0.017229438,,0.0186,,,,,,0.038714401,,0.0672,,0.0406,0,0.0174,0,0.0034,,0.0676
452,0.013103896,0.997207787,,0.143510819,,0.079186147,,0.029909092,,0.017510823,,0.012627706,,,0.230101004,0.005,,0.004,,0.001,,0.002909091,,0.019909091,,0.017000001,,0.0207,,,,,,0.040431,,0.07,,0.0404,0,0.018,0,0.0039,,0.0717
453,0.014991342,0.999614712,,0.152995668,,0.08322078,,0.032000001,,0.018108225,,0.013090909,,,0.241732001,0.004909091,,0.004,,0.001,,0.003,,0.02,,0.016770564,,0.0218,,,,,,0.0427198,,0.0728,,0.0403,0,0.0183,0,0.0022,,0.076
454,0.016991342,0.99825974,,0.163086575,,0.087554113,,0.033909091,,0.018878788,,0.013311688,,,0.253363013,0.004969697,,0.004,,0.001,,0.002909091,,0.02,,0.016627707,,0.0243,,,,,,0.044645701,,0.0767,,0.0395,0,0.0189,0,0.0036,,0.0804
455,0.019645022,0.992168833,,0.17363203,,0.092160173,,0.035969697,,0.01990909,,0.013597403,,,0.269338995,0.005047619,,0.004,,0.001,,0.002969697,,0.02,,0.016463205,,0.0252,,,,,,0.047116,,0.0798,,0.0392,0,0.0193,0,0.0022,,0.085
456,0.023138529,0.981316027,,0.184458871,,0.096926407,,0.038047619,,0.02090909,,0.013878788,,,0.281109989,0.005341991,,0.004,,0.000909091,,0.003138528,,0.020090909,,0.016168832,,0.0261,,,,,,0.049767599,,0.083,,0.039,0,0.02,0,0.0022,,0.0897
457,0.027969698,0.965471874,,0.196034628,,0.101987014,,0.040341991,,0.021969697,,0.014419914,,,0.292741001,0.005675325,,0.004,,0.000969697,,0.003372294,,0.020030303,,0.01583117,,0.0274,,,,,,0.0523495,,0.0874,,0.0383,0,0.0212,0,0.0039,,0.095
458,0.033818183,0.94448486,,0.207896102,,0.107207793,,0.042766234,,0.023138528,,0.015199135,,,0.308016002,0.006203463,,0.004,,0.001138528,,0.003627706,,0.019861472,,0.015536797,,0.0291,,,,,,0.054973301,,0.0906,,0.038,0,0.0221,0,0.003,,0.1
459,0.040787879,0.918372316,,0.220160171,,0.112896104,,0.045142858,,0.024372295,,0.015909091,,,0.318805993,0.006796537,,0.003909091,,0.001372294,,0.003770563,,0.019718614,,0.015463204,,0.0307,,,,,,0.057722598,,0.0943,,0.0378,0,0.0229,0,0.0025,,0.1051
460,0.048987013,0.887653695,,0.232675324,,0.118805195,,0.047536798,,0.025536797,,0.016770563,,,0.32931599,0.007233767,,0.003969697,,0.001627706,,0.004,,0.019402597,,0.015168831,,0.0325,,,,,,0.0603185,,0.0995,,0.0378,0,0.0234,0,0.0032,,0.1113
461,0.058437229,0.852129877,,0.245294372,,0.12508658,,0.050060607,,0.02674026,,0.017627705,,,0.342909008,0.007627706,,0.004138528,,0.001952381,,0.004229437,,0.018999999,,0.014831169,,0.0341,,,,,,0.063193403,,0.1037,,0.0381,0,0.0246,0,0.0039,,0.1172
462,0.069268397,0.812792205,,0.257917746,,0.131913419,,0.052450216,,0.028138528,,0.018281385,,,0.352438003,0.008090909,,0.004372294,,0.002060606,,0.004372294,,0.01868831,,0.014536796,,0.0357,,,,,,0.065510198,,0.1083,,0.0378,0,0.0264,0,0.0042,,0.1235
463,0.081432901,0.76971428,,0.270398267,,0.139194806,,0.054969697,,0.029510823,,0.019108224,,,0.361546993,0.008402598,,0.004536797,,0.001952381,,0.004627706,,0.018311687,,0.014463203,,0.0374,,,,,,0.068106003,,0.115,,0.0375,0,0.0276,0,0.0037,,0.1303
464,0.094948051,0.724160165,,0.282389611,,0.147194807,,0.057506493,,0.030878788,,0.020108225,,,0.373878986,0.008627706,,0.004831169,,0.001627706,,0.004861472,,0.017999999,,0.014168831,,0.0413,,,,,,0.070646003,,0.1205,,0.0375,0,0.0289,0,0.0044,,0.1365
465,0.109943721,0.676857134,,0.294099568,,0.155822514,,0.060281385,,0.032506493,,0.021281385,,,0.382847995,0.008831169,,0.005168831,,0.001372294,,0.005030303,,0.017688311,,0.013831169,,0.0432,,,,,,0.073214002,,0.1261,,0.0377,0,0.0307,0,0.0035,,0.1438
466,0.126285712,0.628445881,,0.305004331,,0.16496537,,0.063138527,,0.034281385,,0.022536797,,,0.392096013,0.009077922,,0.005372294,,0.001138528,,0.005181818,,0.017311689,,0.013627706,,0.0468,,,,,,0.075823799,,0.1347,,0.0378,0,0.033,0,0.0056,,0.1506
467,0.144285711,0.579943725,,0.315129867,,0.174822511,,0.065878787,,0.036138528,,0.02374026,,,0.404848993,0.009341991,,0.005597403,,0.000969697,,0.005030303,,0.017000001,,0.013402597,,0.0488,,,,,,0.078642897,,0.1416,,0.0381,0,0.0356,0,0.0063,,0.1577
468,0.16403463,0.532060611,,0.324341991,,0.185285715,,0.068787879,,0.037969696,,0.025138529,,,0.414797992,0.00973593,,0.006,,0.000909091,,0.004861472,,0.016597404,,0.013,,0.0506,,,,,,0.081238702,,0.1491,,0.0384,0,0.0382,0,0.0056,,0.1654
469,0.184978354,0.485134204,,0.333056273,,0.196225106,,0.071926407,,0.03990909,,0.026510823,,,0.425588995,0.010281385,,0.006311688,,0.001,,0.004627706,,0.016281386,,0.012597403,,0.0543,,,,,,0.084043898,,0.1604,,0.0389,0,0.0403,0,0.0052,,0.1736
