Wavelength,ATTO465 EM,ATTO465 EX,ATTO488 EM,ATTO488 EX,ATTO520 EM,ATTO520 EX,ATTO532 EM,ATTO532 EX,ATTO550 EM,ATTO550 EX,ATTO565 EM,ATTO565 EX,ATTO590 EM,FAM EM,FAM EX,ATTO590 EX,ATTO594 EM,ATTO594 EX,ATTO620 EM,ATTO620 EX,ATTO647N EM,ATTO647N EX,ATTO655 EM,ATTO655 EX,ATTO680 EM,ATTO680 EX,Cy3 EM,Cy3 EX,Cy5 EM,Cy5 EX,Cy5_5 EM,Cy5_5 EX,HEX EM,HEX EX,JOE EM,JOE EX,ROX EM,ROX EX,TAMRA EM,TAMRA EX,TexasRed EM,TexasRed EX,Rhodamine6G EM,Rhodamine6G EX
547,0.574878789,,0.47074458,0.004536797,0.843311678,0.044220779,0.927116875,0.391108228,0.074861471,0.862194809,0.009974026,0.589194808,,0.481788009,1.00E-05,0.356666664,,0.248935067,,0.082805194,,0.049999999,,0.063909092,,0.036766234,0.1472,0.8737,,0.0613,,0.042461958,0.491210997,0.403416008,0.9957,0.0965,,0.4016,0.1031,0.9434,0,0.2955,1,0.2632
548,0.563017321,,0.455727268,0.004463204,0.815991326,0.038077922,0.951614706,0.344316018,0.090558441,0.894982681,0.012147186,0.618896096,,0.471060008,1.00E-05,0.362926407,,0.259852816,,0.0868658,,0.051372294,,0.066597403,,0.038112554,0.1721,0.8976,,0.0613,,0.042461958,0.55380702,0.352295011,1,0.0839,,0.4052,0.1181,0.9603,0,0.3012,0.9971,0.2322
549,0.551389615,,0.442160174,0.004168831,0.788415566,0.032952381,0.972173143,0.301164503,0.108922078,0.92471861,0.014731602,0.649909077,,0.458355993,1.00E-05,0.368298701,,0.270359308,,0.09125541,,0.052766234,,0.069281386,,0.039675325,0.2007,0.9307,,0.0683,,0.04245198,0.612133026,0.304773986,0.9946,0.0726,,0.4097,0.1389,0.9732,0,0.3087,0.9895,0.2051
550,0.540108231,,0.429017315,0.003831169,0.760675305,0.028701298,0.986445878,0.261930732,0.13017749,0.950190477,0.018073593,0.682164494,,0.449968994,1.00E-05,0.372896106,,0.279956709,,0.096238094,,0.054203464,,0.072138528,,0.041341992,0.2336,0.9647,,0.0683,,0.044386607,0.681037009,0.26343599,0.9907,0.0594,,0.4153,0.16,0.984,0,0.3108,0.9742,0.1804
551,0.5289091,,0.417571429,0.003627706,0.733220767,0.025134199,0.996090897,0.226476186,0.155290042,0.970714293,0.022121212,0.715064929,,0.438742995,,0.376805195,,0.288740257,,0.101571429,,0.055705628,,0.074969697,,0.043047619,0.2713,0.9789,,0.0718,,0.044386607,0.740442991,0.225907996,0.9825,0.0513,,0.4226,0.1845,0.9935,0,0.3129,0.9584,0.1584
552,0.517679659,,0.406432901,0.003402597,0.705974014,0.022147186,0.998463194,0.194822506,0.183173158,0.985489189,0.027090909,0.748233768,,0.428667009,,0.380086575,,0.296627704,,0.107411256,,0.057294373,,0.077909091,,0.044969697,0.314,0.9968,,0.0753,,0.044376634,0.797972977,0.193055004,0.9721,0.0445,,0.4313,0.2086,1,0,0.3047,0.9457,0.1393
553,0.506688319,,0.396471859,0.003,0.679147175,0.019571429,0.996584407,0.166865798,0.214597402,0.993995676,0.03290909,0.781541137,,0.416213006,,0.382822504,,0.303402594,,0.113692641,,0.058705628,,0.081,,0.046909091,0.3608,0.9989,,0.0753,,0.04825585,0.853507996,0.163496003,0.9579,0.036,,0.4416,0.2389,0.9936,0,0.3096,0.927,0.1226
554,0.495541133,,0.386636365,0.002597403,0.652640687,0.017502165,0.988683974,0.142419913,0.249385283,0.995926403,0.039787879,0.814372303,,0.407864988,,0.384982678,,0.309090906,,0.12012987,,0.060203463,,0.084000001,,0.04890909,0.4117,1,,0.0788,,0.052135065,0.897174001,0.138264,0.942,0.0309,,0.4541,0.2734,0.9863,0,0.308,0.9062,0.1077
555,0.484372306,,0.376848484,0.002281385,0.627043289,0.015722944,0.976956706,0.121121211,0.287303036,0.990878776,0.047714286,0.846316017,,0.396003991,,0.386909084,,0.313718612,,0.126744588,,0.061675324,,0.087,,0.050969696,0.466,0.9913,,0.0788,,0.052135065,0.934629023,0.116143003,0.9232,0.0264,,0.4685,0.3076,0.9772,0,0.3093,0.889,0.0947
556,0.473225117,,0.367441559,0.002229437,0.602168828,0.013991342,0.961761909,0.10265368,0.328571433,0.978727266,0.057164503,0.876718603,0.001109091,0.387809992,,0.388987006,0.001109091,0.317173161,,0.133956711,,0.063341991,,0.090000001,,0.053047618,0.5229,0.9852,,0.0823,,0.05601428,0.964025974,0.097260401,0.907,0.0215,,0.4842,0.3455,0.9585,0,0.3084,0.8617,0.0835
557,0.462051952,,0.357999999,0.002,0.578432891,0.012554113,0.944112564,0.086926406,0.371969703,0.959575751,0.068259742,0.905038949,0.000960606,0.378962994,,0.391316013,0.000960606,0.319718617,,0.141437231,,0.06495671,,0.092909092,,0.055341991,0.5819,0.9538,,0.0823,,0.05600431,0.98356998,0.0816295,0.8873,0.0186,,0.5021,0.3814,0.9398,0,0.3065,0.8398,0.0733
558,0.451047623,,0.348549781,0.001770563,0.555584408,0.011480519,0.923203477,0.073402597,0.417385294,0.933519477,0.081341993,0.93077921,0.000887879,0.365970999,,0.394194806,0.000887879,0.320909098,,0.14938961,,0.066939394,,0.095969698,,0.057675323,0.6415,0.932,,0.0893,,0.059883524,0.997340977,0.0682735,0.8658,0.016,,0.5219,0.4213,0.9157,0,0.3029,0.8095,0.0646
559,0.439987015,,0.339705629,0.001627706,0.533991337,0.010419913,0.900857148,0.061701298,0.464948063,0.901086579,0.096645022,0.95322077,0.000890909,0.35750699,,0.397701302,0.000890909,0.321160178,,0.157506492,,0.069047619,,0.09904762,,0.060203463,0.7012,0.8952,,0.0928,,0.061828118,1,0.056801502,0.8444,0.013,,0.5442,0.4636,0.8852,0,0.3013,0.7866,0.0571
560,0.4292684,,0.330939394,0.001281385,0.513692632,0.009506493,0.875034635,0.051683982,0.513896108,0.8628355,0.114160175,0.97177922,0.000969697,0.347681999,,0.402073595,0.000969697,0.320753255,,0.16577056,,0.071281385,,0.102341991,,0.062705628,0.7583,0.8451,,0.0963,,0.061818145,0.992524028,0.047171801,0.8209,0.0111,,0.5677,0.5064,0.8486,0,0.3084,0.7578,0.0504
561,0.419064935,,0.3222987,0.001108225,0.494731594,0.00874026,0.848506496,0.043207792,0.563138524,0.819757573,0.133926409,0.986129874,0.001138528,0.338719994,,0.407151516,0.001138528,0.319458882,,0.1740303,,0.073506494,,0.105675324,,0.065294372,0.812,0.7777,,0.0997,,0.06958655,0.985332012,0.039105099,0.8011,0.0093,,0.5931,0.5516,0.8163,0,0.3077,0.7267,0.0445
562,0.40912987,,0.313709957,0.001199134,0.476974027,0.008077922,0.821389613,0.036108225,0.612904756,0.772835487,0.155896106,0.995658011,0.001281385,0.32881701,,0.41286147,0.001281385,0.317731604,,0.182181815,,0.075787879,,0.109203463,,0.067705628,0.8609,0.7271,,0.0997,,0.06958655,0.967133999,0.032615501,0.777,0.0076,,0.6202,0.5966,0.7757,0,0.3083,0.6999,0.0402
563,0.399554116,,0.305424242,0.001311688,0.460727275,0.007341991,0.7939697,0.03,0.662233761,0.72326839,0.180177493,0.999965359,0.001597403,0.319835991,,0.419506488,0.001597403,0.315580084,,0.190121209,,0.078389611,,0.112705628,,0.070203464,0.9036,0.6801,,0.1032,,0.073455796,0.946132004,0.0271866,0.7542,0.0065,,0.6492,0.6406,0.7347,0,0.3112,0.6751,0.036
564,0.390251089,,0.29722511,0.001489178,0.445835502,0.006735931,0.767112562,0.024891774,0.711168824,0.672125539,0.207034635,0.99871428,0.001909091,0.308878005,,0.427298692,0.001909091,0.31319047,,0.198073593,,0.081155844,,0.116203463,,0.072675326,0.9384,0.6153,,0.1033,,0.073455796,0.921908021,0.022483399,0.7319,0.0055,,0.6785,0.6815,0.691,0,0.3163,0.6473,0.0331
565,0.380956717,,0.289000002,0.001398268,0.432571432,0.006281385,0.740290055,0.020701299,0.757683973,0.620480516,0.236177492,0.991805189,0.002281385,0.300817996,,0.436316008,0.002281385,0.311125534,,0.205731604,,0.084038961,,0.119675324,,0.075432902,0.9664,0.5457,,0.1102,,0.07733501,0.897314012,0.018924501,0.7126,0.0044,0.0351,0.7093,0.7245,0.6454,0,0.3255,0.6227,0.03
566,0.371939398,,0.280683987,0.001372294,0.420259744,0.005909091,0.713536815,0.017194806,0.800822505,0.56912121,0.267805195,0.978995664,0.002735931,0.290262997,,0.446792197,0.002735931,0.30928571,,0.213056276,,0.0874329,,0.123341992,,0.078077923,0.9862,0.4863,,0.1137,,0.08315882,0.864646018,0.016007699,0.6934,0.0035,0.0364,0.7405,0.7634,0.605,0,0.3323,0.6011,0.0274
567,0.363047622,,0.272454554,0.001367965,0.408753248,0.005688312,0.687636378,0.014225109,0.84103896,0.518865802,0.301987012,0.960610381,0.003251082,0.282182992,,0.459073585,0.003251082,0.30801298,,0.219852812,,0.091268397,,0.126956713,,0.08083117,0.9969,0.4502,,0.1172,,0.08315882,0.837006986,0.0133142,0.6723,0.0028,0.0414,0.7714,0.8038,0.5594,0,0.34,0.5769,0.0255
568,0.354372299,,0.264489182,0.0014329,0.398190475,0.005311688,0.661770574,0.011774892,0.877865799,0.470030309,0.338419914,0.936878781,0.004047619,0.272511005,,0.473151516,0.004047619,0.307580083,,0.226238093,,0.095437229,,0.130848487,,0.083536798,1,0.3955,,0.1242,,0.083148845,0.80469799,0.0111914,0.6538,0.0023,0.0499,0.8026,0.8362,0.5177,0,0.3533,0.5581,0.0236
569,0.345536801,,0.2559697,0.0015671,0.388225107,0.005,0.63543724,0.009805195,0.9084632,0.423268403,0.377272732,0.908134195,0.004878788,0.264450997,,0.489043295,0.004878788,0.307909091,,0.231883114,,0.099896103,,0.134926408,,0.086372295,0.9955,0.3482,,0.1277,,0.08703803,0.772859991,0.00965766,0.6333,0.0019,0.0593,0.8328,0.8691,0.4744,0,0.3647,0.5396,0.0216
570,0.336649355,,0.247740262,0.001722944,0.378688311,0.004597403,0.610060616,0.008207792,0.935688312,0.379021648,0.417852817,0.874878787,0.005878788,0.253722996,,0.506839827,0.005878788,0.309389613,,0.237099566,,0.104666666,,0.139389611,,0.089138529,0.9833,0.3021,,0.1312,,0.09285187,0.741994023,0.00813644,0.6143,0.0014,0.0692,0.863,0.9002,0.4352,0.0089,0.3778,0.5188,0.0202
571,0.328017318,,0.23970563,0.001658009,0.36963203,0.004281385,0.585281392,0.006987013,0.957558447,0.337402604,0.460112563,0.837701292,0.007047619,0.245394006,,0.526567104,0.007047619,0.312034635,,0.24160173,,0.109926407,,0.143926405,,0.091969697,0.964,0.2631,,0.1347,,0.09285187,0.709914982,0.00701994,0.5985,0.0011,0.0827,0.8902,0.9253,0.3975,0.01,0.3995,0.5002,0.0186
572,0.31952814,,0.231575761,0.001463204,0.361038959,0.004229437,0.561671002,0.005926407,0.975021655,0.298878791,0.503588747,0.797207791,0.008160173,0.236797005,,0.547852818,0.008160173,0.316056279,,0.245502161,,0.115298701,,0.148757573,,0.094909091,0.9395,0.2259,,0.1417,,0.0928419,0.677227974,0.00612675,0.5804,0.0009,0.0966,0.9159,0.9481,0.3565,0.0104,0.4162,0.4849,0.0173
573,0.311359309,,0.223623379,0.001138528,0.352865798,0.004,0.538831179,0.005251082,0.988038967,0.263705627,0.547623377,0.753909089,0.00952381,0.227469996,,0.570727275,0.00952381,0.321822515,,0.248601729,,0.120805195,,0.153926404,,0.097999999,0.9107,0.1952,,0.1451,,0.09673109,0.651861012,0.00510795,0.5649,0.0005,0.1113,0.9392,0.966,0.3165,0.0133,0.4368,0.4665,0.016
574,0.303554109,,0.215424246,0.000969697,0.344939394,0.003770563,0.51683984,0.004675325,0.99499135,0.231883115,0.591870133,0.708670996,0.011268398,0.220579997,,0.595047622,0.011268398,0.329103902,,0.251008654,,0.126865801,,0.15938961,,0.100999999,0.8777,0.1693,,0.1521,,0.09672111,0.621882975,0.00449388,0.5496,0.0005,0.1296,0.9598,0.9816,0.2847,0.0146,0.4501,0.4522,0.0149
575,0.296021639,,0.207506497,0.000909091,0.337047621,0.003627706,0.496722955,0.004112554,0.998718626,0.203168829,0.635848485,0.662316021,0.013255411,0.211177006,,0.620402601,0.013255411,0.338073595,,0.252852811,,0.13334632,,0.165017317,,0.103999999,0.8421,0.1493,,0.1591,,0.10060033,0.599730015,0.00399146,0.5351,0.0004,0.1488,0.9765,0.9888,0.2571,0.0185,0.4846,0.4349,0.014
576,0.288675318,,0.19973593,0.001,0.329281389,0.003372294,0.477112556,0.003675325,0.99809958,0.177411256,0.679103899,0.615510827,0.015835498,0.205323994,,0.646580097,0.015835498,0.348839826,,0.254194806,,0.140268398,,0.17078788,,0.107,0.8047,0.132,,0.1696,,0.10448952,0.57307601,0.00367047,0.521,0,0.1702,0.989,0.9969,0.2291,0.0218,0.51,0.4223,0.0132
577,0.281432894,,0.191935064,0.001,0.321597404,0.003138528,0.457974024,0.003341991,0.992649358,0.154640691,0.721047625,0.56879221,0.018761905,0.197090998,,0.673701309,0.018761905,0.361264068,,0.255073597,,0.147523809,,0.17678788,,0.109909091,0.7657,0.1172,,0.1766,,0.11030336,0.548289001,0.00300057,0.5082,0,0.1971,0.997,0.9974,0.2051,0.0239,0.5323,0.4145,0.0122
578,0.274077914,,0.184411255,0.001,0.31390909,0.002969697,0.440160174,0.003047619,0.983731599,0.134779219,0.760844163,0.522878791,0.022428571,0.189605996,,0.701688316,0.022428571,0.37571861,,0.255748926,,0.155160173,,0.183017316,,0.112878788,0.7261,0.1002,,0.18,,0.11030336,0.528533995,0.00276332,0.4949,0,0.2221,1,1,0.1819,0.0295,0.5622,0.3989,0.0114
579,0.266831159,,0.177051948,0.001,0.306372294,0.002909091,0.424238096,0.003060606,0.971675318,0.117155845,0.798341997,0.478316016,0.026497836,0.182265997,,0.730155847,0.026497836,0.392090904,,0.256233772,,0.162956713,,0.189298697,,0.116017316,0.6869,0.0878,,0.1975,,0.11806179,0.508686006,0.00272145,0.4816,0,0.2531,0.9971,0.9959,0.1605,0.0334,0.5943,0.3864,0.0105
580,0.259445882,,0.169943725,0.001,0.298766235,0.003090909,0.409571428,0.002939394,0.95643289,0.10183117,0.833251088,0.435121205,0.031186147,0.175477996,,0.758831164,0.031186147,0.41040259,0.001127273,0.256675325,,0.170939397,,0.195987007,,0.119389609,0.6477,0.0717,,0.2045,,0.11806179,0.489073008,0.00249815,0.4706,0,0.2868,0.9896,0.9878,0.1426,0.0395,0.6279,0.3753,0.0097
581,0.25225108,,0.163281389,0.001,0.291203461,0.003030303,0.395688311,0.002861472,0.938095224,0.088640693,0.865168831,0.393848475,0.036796537,0.169218004,,0.787731588,0.036796537,0.430718612,0.000981818,0.257220779,,0.179047622,,0.202926397,,0.123017317,0.61,0.062,,0.2149,,0.11806179,0.475616992,0.00210738,0.4604,0,0.3234,0.9763,0.9758,0.1247,0.0476,0.6602,0.3597,0.0092
582,0.245155843,,0.156601736,0.001,0.283796536,0.002861472,0.382835498,0.002627706,0.916917739,0.07717749,0.894043293,0.355034626,0.0434329,0.161617994,,0.816298691,0.0434329,0.452861478,0.00089697,0.257974025,,0.187372297,,0.210160163,,0.126787881,0.5738,0.0498,,0.2219,,0.121941,0.457112014,0.00209342,0.4487,0,0.3631,0.958,0.9606,0.1082,0.0567,0.6914,0.3535,0.0083
583,0.238359308,,0.150593078,0.001,0.276324676,0.002627706,0.371974027,0.002372294,0.895787878,0.066926408,0.919731604,0.318688307,0.05095671,0.155537993,,0.844090902,0.05095671,0.47712122,0.000872727,0.259056278,,0.195718616,,0.217645012,,0.130787881,0.5392,0.0428,,0.2289,,0.12193103,0.447921008,0.00199573,0.4366,0,0.4011,0.9344,0.9489,0.0949,0.0673,0.7324,0.3443,0.0076
584,0.231926408,,0.144813857,0.001,0.268658008,0.002372294,0.362069263,0.002229437,0.873316024,0.057969698,0.942086584,0.284822507,0.059848484,0.148952007,,0.870822511,0.059848484,0.503303039,0.000909091,0.26079221,,0.203982684,,0.225251076,,0.135017317,0.5072,0.0356,,0.2359,,0.12775484,0.43293801,0.00207947,0.4265,0,0.4422,0.9069,0.9317,0.0835,0.0784,0.7576,0.3385,0.0071
585,0.225787879,,0.139112558,0.001,0.261043286,0.002138528,0.352554111,0.002,0.849021656,0.049939394,0.960805197,0.253653678,0.069835497,0.144209996,,0.896251082,0.069835497,0.531103908,0.000969697,0.263151519,,0.212012985,,0.232956706,,0.139298701,0.4774,0.0311,,0.2464,,0.12775484,0.423294008,0.00195386,0.4161,0,0.487,0.8741,0.912,0.0726,0.0943,0.7967,0.3282,0.0064
586,0.219878786,,0.133536799,0.001,0.253060603,0.002060606,0.343948053,0.001770563,0.823632039,0.042952381,0.9758052,0.225225107,0.081086578,0.138850003,,0.919870135,0.081086578,0.560683989,0.001138528,0.266324683,,0.219792207,,0.240848483,,0.143896104,0.4495,0.0266,,0.2533,,0.13551328,0.41316101,0.00185617,0.4048,0,0.5293,0.8392,0.8916,0.0623,0.1092,0.8237,0.3215,0.0058
587,0.214047616,,0.127818183,0.001,0.244952381,0.001939394,0.335917747,0.001627706,0.797186153,0.036748918,0.98708658,0.199406927,0.093792208,0.132980004,,0.941129874,0.093792208,0.591896111,0.001281385,0.270393945,,0.227194805,,0.248926407,,0.148987011,0.4237,0.0242,,0.2603,,0.13551328,0.40367201,0.00168869,0.3925,0,0.5698,0.8005,0.8668,0.0531,0.1264,0.8568,0.3124,0.0054
588,0.20825108,,0.122220782,0.001,0.236536796,0.001770563,0.328216444,0.001372294,0.769606062,0.031354979,0.994822522,0.175896105,0.108212122,0.127875,,0.959658007,0.108212122,0.624510825,0.001597403,0.275484854,,0.234225107,,0.257389613,,0.154329,0.3995,0.0202,,0.2708,,0.1393925,0.397846997,0.00173056,0.3843,0,0.6111,0.7593,0.8403,0.0455,0.1467,0.8832,0.305,0.0048
589,0.20264502,,0.116831171,0.001,0.228251081,0.001597403,0.320857138,0.001138528,0.741441562,0.026930736,0.998982686,0.154878788,0.1244026,0.124465004,,0.97505627,0.1244026,0.658212126,0.001909091,0.28172295,,0.240683981,,0.266017322,,0.159787876,0.3767,0.0155,,0.2778,,0.1452163,0.393752992,0.00166078,0.3757,0,0.6597,0.7173,0.8137,0.0391,0.1698,0.9173,0.2948,0.0044
590,0.197251082,,0.111935066,0.001,0.220155845,0.001510823,0.314839825,0.000969697,0.71512554,0.023194805,1.000000002,0.136030307,0.142688313,0.118807003,,0.986835496,0.142688313,0.692774894,0.002281385,0.289190482,,0.24677489,,0.274787884,,0.165476189,0.3558,0.0143,,0.2882,,0.1452163,0.386510998,0.00177243,0.3636,0,0.7024,0.6744,0.7912,0.0334,0.1961,0.9369,0.2873,0.004
591,0.192047619,,0.107398267,0.001,0.212268398,0.001510823,0.309476192,0.000909091,0.689012993,0.02008658,0.997926414,0.118982687,0.163000001,0.114435002,,0.994969703,0.163000001,0.727999998,0.00282684,0.297883121,,0.252346315,,0.283878793,,0.171329002,0.3367,0.0119,,0.2952,,0.15297472,0.382247001,0.00167474,0.3554,0,0.7409,0.6302,0.7652,0.0301,0.2284,0.9586,0.2802,0.0039
592,0.18687879,,0.103376623,0.001,0.204987013,0.001597403,0.304554118,0.001,0.663393944,0.0174329,0.993147188,0.103701302,0.185493505,0.110835001,,0.99903031,0.185493505,0.763225112,0.003281385,0.308056276,,0.257268392,,0.293047626,,0.177480519,0.3193,0.0104,,0.3022,,0.15686391,0.375285,0.0013677,0.345,0,0.7808,0.5859,0.739,0.0258,0.258,0.9725,0.274,0.0033
593,0.181787884,,0.099229437,0.001,0.198047619,0.001770563,0.299173164,0.001,0.637623384,0.01512987,0.986051939,0.090194808,0.209839825,0.105691999,,0.999073597,0.209839825,0.798060611,0.003818182,0.319701296,,0.261432896,,0.302251089,,0.183645021,0.3035,0.0101,,0.3057,,0.16268773,0.372817993,0.00150726,0.3343,0,0.8166,0.5432,0.7156,0.0231,0.2934,0.9916,0.2656,0.0031
594,0.17710823,,0.095467532,0.001,0.191051948,0.002030303,0.294445892,0.001,0.613467531,0.013095238,0.97647618,0.078316019,0.235753244,0.101834998,,0.994640693,0.235753244,0.831852812,0.0045671,0.333212117,,0.26512987,,0.311645024,,0.190021645,0.289,0.0084,,0.3127,,0.16656694,0.368786991,0.00154913,0.3254,0,0.8497,0.5005,0.6912,0.0199,0.3359,0.9932,0.2593,0.0029
595,0.172419916,,0.09142857,0.001,0.184225107,0.002090909,0.289164501,0.001,0.58873593,0.011220779,0.964428561,0.067805197,0.26361039,0.098708503,,0.985844155,0.26361039,0.864324678,0.005329004,0.348584408,,0.268004332,,0.321341992,,0.196675319,0.276,0.0071,,0.3196,,0.17045613,0.364863992,0.00152122,0.3161,0,0.8889,0.4597,0.6687,0.0175,0.3746,1,0.2512,0.0024
596,0.167969696,,0.087978354,0.001,0.177281387,0.002,0.284160168,0.001,0.565961038,0.009554113,0.95051948,0.058848486,0.293303035,0.094563201,,0.972748912,0.293303035,0.894692647,0.006298701,0.36574891,,0.270099574,,0.331077925,,0.203341984,0.2643,0.0065,,0.3231,,0.18404835,0.360794008,0.00143748,0.3071,0,0.9177,0.4204,0.6432,0.0153,0.4258,0.9973,0.2438,0.0025
597,0.163536796,,0.084428572,0.001,0.170510825,0.002090909,0.27885281,0.001,0.543748924,0.008160173,0.934406922,0.051077923,0.324614724,0.091195203,,0.95528138,0.324614724,0.922307364,0.007584415,0.384813848,,0.271480529,,0.340922082,,0.209956706,0.254,0.0066,,0.3301,,0.18793753,0.357288986,0.00156309,0.2976,0,0.936,0.3835,0.6192,0.0135,0.4644,0.9914,0.2362,0.002
598,0.159142857,,0.081376625,0.001,0.163735931,0.002030303,0.273506494,0.001,0.523298702,0.007017316,0.916519481,0.044324675,0.357883122,0.087827198,,0.933896096,0.357883122,0.946675325,0.009116883,0.405688306,,0.272519488,,0.350748922,,0.21693939,0.2445,0.0059,,0.3301,,0.19764055,0.352562994,0.00142353,0.2905,0,0.9598,0.3483,0.5957,0.0117,0.5186,0.9664,0.2289,0.0019
599,0.154766233,,0.078380954,0.001,0.157021644,0.001861472,0.267857146,0.001,0.503073597,0.006017316,0.896883127,0.038467532,0.392714289,0.084718302,,0.908913411,0.392714289,0.96705628,0.011177489,0.428415586,,0.272991346,,0.360476193,,0.223956708,0.2362,0.0046,,0.3336,,0.20152976,0.348717988,0.001591,0.2793,0,0.9739,0.3153,0.574,0.0106,0.5604,0.947,0.2233,0.0016
600,0.150341992,,0.07557576,0.001,0.150584413,0.001627706,0.262108232,0.001,0.483727272,0.005160173,0.87636364,0.033337662,0.429160179,0.081868403,,0.88029437,0.429160179,0.982818195,0.013541126,0.452978357,0.001,0.273025976,,0.369731606,,0.231251087,0.2286,0.0038,,0.3371,,0.21124275,0.341410995,0.00170265,0.2715,0,0.9844,0.2845,0.5538,0.0096,0.611,0.9209,0.2169,0.0014
601,0.146047621,,0.072675326,0.001,0.144220776,0.001372294,0.255705635,0.001,0.465181815,0.004735931,0.855341989,0.028761905,0.466857148,0.079277702,,0.848415581,0.466857148,0.993610398,0.016428571,0.479445894,0.001,0.272640696,,0.378653685,,0.238554118,0.2217,0.0032,,0.3371,,0.21901114,0.336816996,,0.2619,,0.9922,0.2564,0.5354,,0.6544,0.8929,0.2094,0.0013
602,0.14187879,,0.069878788,0.001,0.138064932,0.001138528,0.249753253,0.001,0.44816017,0.004281385,0.833718615,0.024744588,0.505536801,0.075391501,,0.813562768,0.505536801,0.998965369,0.019900433,0.507731611,0.001,0.272073595,,0.387225109,,0.246220782,0.2156,0.0031,,0.3371,,0.22872415,0.331840008,,0.254,,0.9986,0.2307,0.5171,,0.7012,0.8586,0.2037,0.0011
603,0.137787879,,0.067160173,0.001,0.132359304,0.000969697,0.24382684,0.001,0.432389607,0.003909091,0.811731606,0.021225108,0.545064932,0.073578,,0.776329013,0.545064932,0.998943721,0.023904762,0.537774896,0.001,0.271030306,,0.39531602,,0.25409524,0.2102,0.0028,,0.3371,,0.23260336,0.325129002,,0.2471,,0.994,0.2064,0.496,,0.7374,0.825,0.1958,0.0009
604,0.134108224,,0.064965367,0.001,0.126835498,0.000909091,0.237727268,0.001,0.418160176,0.003688312,0.789502176,0.018406926,0.585043289,0.070991002,,0.737303044,0.585043289,0.993086568,0.028658009,0.56920779,0.001,0.2699697,,0.402865803,,0.262220781,0.2053,0.0025,,0.3371,,0.24037176,0.317667007,,0.2384,,1,0.185,0.4801,,0.7957,0.7786,0.1902,0.0011
605,0.130419913,,0.062562771,0.001,0.121848486,0.001,0.231346313,0.001,0.404619055,0.003311688,0.766753262,0.015805195,0.624744582,0.068641998,,0.696987031,0.624744582,0.981593052,0.034372295,0.602199134,0.000909091,0.268926413,,0.40974459,,0.270463203,0.2006,0.002,,0.3371,,0.25008476,0.310786992,,0.2292,,0.9917,0.165,0.4643,,0.8293,0.7372,0.1817,0.0009
606,0.126878788,,0.060506494,0.001,0.11695671,0.001,0.224861465,0.001,0.391969705,0.003,0.743857165,0.013666667,0.663861464,0.065771103,,0.656013,0.663861464,0.964610372,0.040926407,0.636212117,0.000969697,0.268177494,,0.416129872,,0.279220775,0.1961,0.0016,,0.3337,,0.25979775,0.303550988,,0.2202,,0.9862,0.1469,0.4484,,0.878,0.6917,0.1785,0.0008
607,0.123597403,,0.058597403,0.001,0.112251082,0.001,0.218402591,0.001,0.381000004,0.002597403,0.720761923,0.011926407,0.701731591,0.063422099,,0.614969704,0.701731591,0.942190462,0.0488658,0.671086581,0.001138528,0.267822516,,0.421692636,,0.288186146,0.1916,0.0014,,0.3372,,0.27339995,0.296086997,,0.2119,,0.9742,0.1305,0.4324,,0.9063,0.6378,0.1697,0.0008
608,0.120311688,,0.056593074,0.001,0.107645022,0.001,0.211857138,0.001,0.37038961,0.002281385,0.698034643,0.01038961,0.738359301,0.0613342,,0.573943727,0.738359301,0.914822515,0.058134199,0.706506488,0.001372294,0.268073595,,0.426411251,,0.297251082,0.1871,0.0009,,0.3372,,0.28116834,0.287458986,,0.2057,,0.9595,0.1163,0.4179,,0.9323,0.5962,0.1628,0.0006
609,0.117,,0.05482684,0.001,0.103251082,0.001,0.205294371,0.001,0.360948051,0.002138528,0.675774896,0.009017316,0.77307792,0.058463201,,0.533354977,0.77307792,0.882878795,0.068982683,0.742164503,0.001536797,0.269121214,,0.430571424,,0.306506493,0.1827,0.0004,,0.3407,,0.29477054,0.277637988,,0.1978,,0.9411,0.1029,0.4053,,0.9493,0.5461,0.1541,0.0006
610,0.113597403,,0.052878788,0.001,0.098956709,0.001,0.19873593,0.001,0.351787879,0.001969697,0.65399567,0.007787879,0.80572295,0.056636199,,0.49364502,0.80572295,0.847012999,0.081597402,0.77755844,0.001831169,0.271090905,0.001,0.434147181,,0.316090911,0.1784,0.0002,,0.3407,,0.29864976,0.269694,,0.1902,,0.9213,0.0916,0.3937,,0.9658,0.5024,0.148,0.0007
611,0.110190476,,0.051190476,0.001,0.094848483,,0.192064937,0.001,0.34404329,0.001909091,0.632822508,0.006878788,0.836329001,0.0552123,,0.455238094,0.836329001,0.807896113,0.096298701,0.812073586,0.002077922,0.273999994,0.001,0.437134198,,0.325432906,0.1738,0.0001,,0.3442,,0.30641815,0.261386007,,0.1842,,0.9123,0.0812,0.3821,,0.9826,0.4572,0.1433,0.0005
612,0.107017316,,0.049917748,0.001,0.090926405,,0.185212122,0.001,0.336835501,0.002,0.612164505,0.006047619,0.864597402,0.053371798,,0.418363635,0.864597402,0.765909084,0.113406928,0.845385281,0.0024329,0.277909084,0.001,0.439792209,,0.334671002,0.169,0.0001,,0.3476,,0.32196495,0.251760989,,0.1779,,0.8882,0.0722,0.3727,,0.9967,0.41,0.1378,0.0004
