Wavelength,ATTO465 EM,ATTO465 EX,Cy3 EM,Cy3 EX,Cy5 EM,Cy5 EX,Cy5.5 EM,Cy5.5 EX,HEX EM,HEX EX,JOE EM,JOE EX,ROX EM,ROX EX,TAMRA EM,TAMRA EX,TexasRed EM,TexasRed EX,Rhodamine6G EM,Rhodamine6G EX
525,0.843424252,0.003627706,0.011,0.521,,0.0246,,0.01734179,,0.770142019,0.2703,0.9225,,0.2661,0,0.4136,0,0.0969,0.2731,1
526,0.831160182,0.003372294,0.012,0.5182,,0.0246,,0.017331818,,0.811271012,0.3034,0.8824,,0.2773,0,0.4249,0,0.1024,0.3028,0.9995
527,0.818155854,0.003138528,0.013,0.5145,,0.0246,,0.017321846,,0.851534009,0.34,0.8493,,0.2887,0,0.4389,0,0.108,0.3396,0.9943
528,0.804826851,0.002969697,0.014,0.5135,,0.0281,,0.017321846,,0.888058007,0.378,0.8134,,0.2997,0,0.4518,0,0.1162,0.3734,0.9839
529,0.791497848,0.003,0.015,0.5131,,0.0281,,0.017311873,,0.922556996,0.417,0.7598,,0.3103,0,0.4686,0,0.1234,0.4162,0.9684
530,0.778870138,0.003030303,0.0174,0.5161,,0.0281,,0.021191088,0.0284766,0.951502025,0.4596,0.7181,,0.3201,0.0072,0.4852,0,0.1322,0.4552,0.9486
531,0.766783561,0.002861472,0.0188,0.5258,,0.0298,,0.021191088,0.039262999,0.975242019,0.5042,0.6754,,0.3301,0.0076,0.506,0,0.1432,0.496,0.9231
532,0.754974038,0.002627706,0.0204,0.5251,,0.0298,,0.021181116,0.051632699,0.991388977,0.5468,0.6153,,0.3394,0.0086,0.526,0,0.1493,0.5394,0.8935
533,0.743225112,0.002372294,0.0223,0.5333,,0.0333,,0.025060331,0.062737197,1,0.5917,0.5717,,0.348,0.0098,0.5513,0,0.1612,0.5879,0.8593
534,0.731186148,0.002138528,0.0246,0.5467,,0.0333,,0.02505036,0.073530301,0.999484003,0.6362,0.5282,,0.3555,0.0112,0.5755,0,0.1697,0.6324,0.8219
535,0.718796527,0.001969697,0.0272,0.5547,,0.0368,,0.02505036,0.084802598,0.989965022,0.6788,0.4702,,0.3629,0.0131,0.6029,0,0.1827,0.6791,0.78
536,0.706432892,0.001909091,0.0303,0.5687,,0.0368,,0.025040388,0.096686602,0.971347988,0.724,0.4292,,0.3687,0.0159,0.6303,0,0.1924,0.7295,0.7362
537,0.694047605,0.002,0.034,0.5808,,0.0368,,0.025040388,0.112643003,0.944022,0.7651,0.3893,,0.3743,0.0187,0.6601,0,0.2072,0.7694,0.6893
538,0.681878784,0.002,0.0385,0.6004,,0.0438,,0.028919604,0.131233007,0.907204986,0.8042,0.3381,,0.3786,0.0221,0.6913,0,0.2173,0.8117,0.6426
539,0.669878789,0.002090909,0.0439,0.6184,,0.0438,,0.028909631,0.154046997,0.864136994,0.8399,0.3037,,0.3826,0.0259,0.7228,0,0.2271,0.8489,0.5942
540,0.658138537,0.002030303,0.0503,0.6378,,0.0473,,0.028899658,0.179054007,0.813337028,0.8741,0.2717,,0.3861,0.0312,0.7525,0,0.2382,0.8787,0.547
541,0.646372305,0.001861472,0.058,0.6774,,0.0473,,0.028899658,0.207298994,0.758181989,0.9036,0.2314,,0.3886,0.0385,0.7839,0,0.2471,0.9108,0.5005
542,0.634627716,0.001682251,0.0673,0.7055,,0.0508,,0.030834282,0.243300006,0.698490977,0.9275,0.205,,0.391,0.0454,0.8138,0,0.2568,0.9404,0.4551
543,0.622861478,0.001444589,0.0784,0.7314,,0.0543,,0.034713496,0.283080995,0.63804698,0.9475,0.1811,,0.393,0.0546,0.8431,0,0.267,0.9534,0.4125
544,0.611030306,0.001148485,0.0917,0.7694,,0.0543,,0.034713496,0.327037007,0.576291025,0.9655,0.1519,,0.3948,0.0637,0.8737,0,0.2727,0.9741,0.3708
545,0.599090908,0.000793939,0.1074,0.8049,,0.0578,,0.034703523,0.377739012,0.515694022,0.9813,0.1333,,0.3968,0.0749,0.898,0,0.2811,0.9818,0.3326
546,0.586909091,,0.1258,0.8391,,0.0578,,0.03469355,0.431023002,0.458110988,0.9924,0.1168,,0.399,0.0875,0.9221,0,0.2919,0.9937,0.2963
547,0.574878789,,0.1472,0.8737,,0.0613,,0.042461958,0.491210997,0.403416008,0.9957,0.0965,,0.4016,0.1031,0.9434,0,0.2955,1,0.2632
548,0.563017321,,0.1721,0.8976,,0.0613,,0.042461958,0.55380702,0.352295011,1,0.0839,,0.4052,0.1181,0.9603,0,0.3012,0.9971,0.2322
549,0.551389615,,0.2007,0.9307,,0.0683,,0.04245198,0.612133026,0.304773986,0.9946,0.0726,,0.4097,0.1389,0.9732,0,0.3087,0.9895,0.2051
550,0.540108231,,0.2336,0.9647,,0.0683,,0.044386607,0.681037009,0.26343599,0.9907,0.0594,,0.4153,0.16,0.984,0,0.3108,0.9742,0.1804
551,0.5289091,,0.2713,0.9789,,0.0718,,0.044386607,0.740442991,0.225907996,0.9825,0.0513,,0.4226,0.1845,0.9935,0,0.3129,0.9584,0.1584
552,0.517679659,,0.314,0.9968,,0.0753,,0.044376634,0.797972977,0.193055004,0.9721,0.0445,,0.4313,0.2086,1,0,0.3047,0.9457,0.1393
553,0.506688319,,0.3608,0.9989,,0.0753,,0.04825585,0.853507996,0.163496003,0.9579,0.036,,0.4416,0.2389,0.9936,0,0.3096,0.927,0.1226
554,0.495541133,,0.4117,1,,0.0788,,0.052135065,0.897174001,0.138264,0.942,0.0309,,0.4541,0.2734,0.9863,0,0.308,0.9062,0.1077
555,0.484372306,,0.466,0.9913,,0.0788,,0.052135065,0.934629023,0.116143003,0.9232,0.0264,,0.4685,0.3076,0.9772,0,0.3093,0.889,0.0947
556,0.473225117,,0.5229,0.9852,,0.0823,,0.05601428,0.964025974,0.097260401,0.907,0.0215,,0.4842,0.3455,0.9585,0,0.3084,0.8617,0.0835
557,0.462051952,,0.5819,0.9538,,0.0823,,0.05600431,0.98356998,0.0816295,0.8873,0.0186,,0.5021,0.3814,0.9398,0,0.3065,0.8398,0.0733
558,0.451047623,,0.6415,0.932,,0.0893,,0.059883524,0.997340977,0.0682735,0.8658,0.016,,0.5219,0.4213,0.9157,0,0.3029,0.8095,0.0646
559,0.439987015,,0.7012,0.8952,,0.0928,,0.061828118,1,0.056801502,0.8444,0.013,,0.5442,0.4636,0.8852,0,0.3013,0.7866,0.0571
560,0.4292684,,0.7583,0.8451,,0.0963,,0.061818145,0.992524028,0.047171801,0.8209,0.0111,,0.5677,0.5064,0.8486,0,0.3084,0.7578,0.0504
561,0.419064935,,0.812,0.7777,,0.0997,,0.06958655,0.985332012,0.039105099,0.8011,0.0093,,0.5931,0.5516,0.8163,0,0.3077,0.7267,0.0445
562,0.40912987,,0.8609,0.7271,,0.0997,,0.06958655,0.967133999,0.032615501,0.777,0.0076,,0.6202,0.5966,0.7757,0,0.3083,0.6999,0.0402
563,0.399554116,,0.9036,0.6801,,0.1032,,0.073455796,0.946132004,0.0271866,0.7542,0.0065,,0.6492,0.6406,0.7347,0,0.3112,0.6751,0.036
564,0.390251089,,0.9384,0.6153,,0.1033,,0.073455796,0.921908021,0.022483399,0.7319,0.0055,,0.6785,0.6815,0.691,0,0.3163,0.6473,0.0331
565,0.380956717,,0.9664,0.5457,,0.1102,,0.07733501,0.897314012,0.018924501,0.7126,0.0044,0.0351,0.7093,0.7245,0.6454,0,0.3255,0.6227,0.03
566,0.371939398,,0.9862,0.4863,,0.1137,,0.08315882,0.864646018,0.016007699,0.6934,0.0035,0.0364,0.7405,0.7634,0.605,0,0.3323,0.6011,0.0274
567,0.363047622,,0.9969,0.4502,,0.1172,,0.08315882,0.837006986,0.0133142,0.6723,0.0028,0.0414,0.7714,0.8038,0.5594,0,0.34,0.5769,0.0255
568,0.354372299,,1,0.3955,,0.1242,,0.083148845,0.80469799,0.0111914,0.6538,0.0023,0.0499,0.8026,0.8362,0.5177,0,0.3533,0.5581,0.0236
569,0.345536801,,0.9955,0.3482,,0.1277,,0.08703803,0.772859991,0.00965766,0.6333,0.0019,0.0593,0.8328,0.8691,0.4744,0,0.3647,0.5396,0.0216
570,0.336649355,,0.9833,0.3021,,0.1312,,0.09285187,0.741994023,0.00813644,0.6143,0.0014,0.0692,0.863,0.9002,0.4352,0.0089,0.3778,0.5188,0.0202
571,0.328017318,,0.964,0.2631,,0.1347,,0.09285187,0.709914982,0.00701994,0.5985,0.0011,0.0827,0.8902,0.9253,0.3975,0.01,0.3995,0.5002,0.0186
572,0.31952814,,0.9395,0.2259,,0.1417,,0.0928419,0.677227974,0.00612675,0.5804,0.0009,0.0966,0.9159,0.9481,0.3565,0.0104,0.4162,0.4849,0.0173
573,0.311359309,,0.9107,0.1952,,0.1451,,0.09673109,0.651861012,0.00510795,0.5649,0.0005,0.1113,0.9392,0.966,0.3165,0.0133,0.4368,0.4665,0.016
574,0.303554109,,0.8777,0.1693,,0.1521,,0.09672111,0.621882975,0.00449388,0.5496,0.0005,0.1296,0.9598,0.9816,0.2847,0.0146,0.4501,0.4522,0.0149
575,0.296021639,,0.8421,0.1493,,0.1591,,0.10060033,0.599730015,0.00399146,0.5351,0.0004,0.1488,0.9765,0.9888,0.2571,0.0185,0.4846,0.4349,0.014
576,0.288675318,,0.8047,0.132,,0.1696,,0.10448952,0.57307601,0.00367047,0.521,0,0.1702,0.989,0.9969,0.2291,0.0218,0.51,0.4223,0.0132
577,0.281432894,,0.7657,0.1172,,0.1766,,0.11030336,0.548289001,0.00300057,0.5082,0,0.1971,0.997,0.9974,0.2051,0.0239,0.5323,0.4145,0.0122
578,0.274077914,,0.7261,0.1002,,0.18,,0.11030336,0.528533995,0.00276332,0.4949,0,0.2221,1,1,0.1819,0.0295,0.5622,0.3989,0.0114
579,0.266831159,,0.6869,0.0878,,0.1975,,0.11806179,0.508686006,0.00272145,0.4816,0,0.2531,0.9971,0.9959,0.1605,0.0334,0.5943,0.3864,0.0105
580,0.259445882,,0.6477,0.0717,,0.2045,,0.11806179,0.489073008,0.00249815,0.4706,0,0.2868,0.9896,0.9878,0.1426,0.0395,0.6279,0.3753,0.0097
581,0.25225108,,0.61,0.062,,0.2149,,0.11806179,0.475616992,0.00210738,0.4604,0,0.3234,0.9763,0.9758,0.1247,0.0476,0.6602,0.3597,0.0092
582,0.245155843,,0.5738,0.0498,,0.2219,,0.121941,0.457112014,0.00209342,0.4487,0,0.3631,0.958,0.9606,0.1082,0.0567,0.6914,0.3535,0.0083
583,0.238359308,,0.5392,0.0428,,0.2289,,0.12193103,0.447921008,0.00199573,0.4366,0,0.4011,0.9344,0.9489,0.0949,0.0673,0.7324,0.3443,0.0076
584,0.231926408,,0.5072,0.0356,,0.2359,,0.12775484,0.43293801,0.00207947,0.4265,0,0.4422,0.9069,0.9317,0.0835,0.0784,0.7576,0.3385,0.0071
585,0.225787879,,0.4774,0.0311,,0.2464,,0.12775484,0.423294008,0.00195386,0.4161,0,0.487,0.8741,0.912,0.0726,0.0943,0.7967,0.3282,0.0064
586,0.219878786,,0.4495,0.0266,,0.2533,,0.13551328,0.41316101,0.00185617,0.4048,0,0.5293,0.8392,0.8916,0.0623,0.1092,0.8237,0.3215,0.0058
587,0.214047616,,0.4237,0.0242,,0.2603,,0.13551328,0.40367201,0.00168869,0.3925,0,0.5698,0.8005,0.8668,0.0531,0.1264,0.8568,0.3124,0.0054
588,0.20825108,,0.3995,0.0202,,0.2708,,0.1393925,0.397846997,0.00173056,0.3843,0,0.6111,0.7593,0.8403,0.0455,0.1467,0.8832,0.305,0.0048
589,0.20264502,,0.3767,0.0155,,0.2778,,0.1452163,0.393752992,0.00166078,0.3757,0,0.6597,0.7173,0.8137,0.0391,0.1698,0.9173,0.2948,0.0044
590,0.197251082,,0.3558,0.0143,,0.2882,,0.1452163,0.386510998,0.00177243,0.3636,0,0.7024,0.6744,0.7912,0.0334,0.1961,0.9369,0.2873,0.004
591,0.192047619,,0.3367,0.0119,,0.2952,,0.15297472,0.382247001,0.00167474,0.3554,0,0.7409,0.6302,0.7652,0.0301,0.2284,0.9586,0.2802,0.0039
592,0.18687879,,0.3193,0.0104,,0.3022,,0.15686391,0.375285,0.0013677,0.345,0,0.7808,0.5859,0.739,0.0258,0.258,0.9725,0.274,0.0033
593,0.181787884,,0.3035,0.0101,,0.3057,,0.16268773,0.372817993,0.00150726,0.3343,0,0.8166,0.5432,0.7156,0.0231,0.2934,0.9916,0.2656,0.0031
594,0.17710823,,0.289,0.0084,,0.3127,,0.16656694,0.368786991,0.00154913,0.3254,0,0.8497,0.5005,0.6912,0.0199,0.3359,0.9932,0.2593,0.0029
595,0.172419916,,0.276,0.0071,,0.3196,,0.17045613,0.364863992,0.00152122,0.3161,0,0.8889,0.4597,0.6687,0.0175,0.3746,1,0.2512,0.0024
596,0.167969696,,0.2643,0.0065,,0.3231,,0.18404835,0.360794008,0.00143748,0.3071,0,0.9177,0.4204,0.6432,0.0153,0.4258,0.9973,0.2438,0.0025
597,0.163536796,,0.254,0.0066,,0.3301,,0.18793753,0.357288986,0.00156309,0.2976,0,0.936,0.3835,0.6192,0.0135,0.4644,0.9914,0.2362,0.002
598,0.159142857,,0.2445,0.0059,,0.3301,,0.19764055,0.352562994,0.00142353,0.2905,0,0.9598,0.3483,0.5957,0.0117,0.5186,0.9664,0.2289,0.0019
599,0.154766233,,0.2362,0.0046,,0.3336,,0.20152976,0.348717988,0.001591,0.2793,0,0.9739,0.3153,0.574,0.0106,0.5604,0.947,0.2233,0.0016
600,0.150341992,,0.2286,0.0038,,0.3371,,0.21124275,0.341410995,0.00170265,0.2715,0,0.9844,0.2845,0.5538,0.0096,0.611,0.9209,0.2169,0.0014
601,0.146047621,,0.2217,0.0032,,0.3371,,0.21901114,0.336816996,,0.2619,,0.9922,0.2564,0.5354,,0.6544,0.8929,0.2094,0.0013
602,0.14187879,,0.2156,0.0031,,0.3371,,0.22872415,0.331840008,,0.254,,0.9986,0.2307,0.5171,,0.7012,0.8586,0.2037,0.0011
603,0.137787879,,0.2102,0.0028,,0.3371,,0.23260336,0.325129002,,0.2471,,0.994,0.2064,0.496,,0.7374,0.825,0.1958,0.0009
604,0.134108224,,0.2053,0.0025,,0.3371,,0.24037176,0.317667007,,0.2384,,1,0.185,0.4801,,0.7957,0.7786,0.1902,0.0011
605,0.130419913,,0.2006,0.002,,0.3371,,0.25008476,0.310786992,,0.2292,,0.9917,0.165,0.4643,,0.8293,0.7372,0.1817,0.0009
606,0.126878788,,0.1961,0.0016,,0.3337,,0.25979775,0.303550988,,0.2202,,0.9862,0.1469,0.4484,,0.878,0.6917,0.1785,0.0008
607,0.123597403,,0.1916,0.0014,,0.3372,,0.27339995,0.296086997,,0.2119,,0.9742,0.1305,0.4324,,0.9063,0.6378,0.1697,0.0008
608,0.120311688,,0.1871,0.0009,,0.3372,,0.28116834,0.287458986,,0.2057,,0.9595,0.1163,0.4179,,0.9323,0.5962,0.1628,0.0006
609,0.117,,0.1827,0.0004,,0.3407,,0.29477054,0.277637988,,0.1978,,0.9411,0.1029,0.4053,,0.9493,0.5461,0.1541,0.0006
610,0.113597403,,0.1784,0.0002,,0.3407,,0.29864976,0.269694,,0.1902,,0.9213,0.0916,0.3937,,0.9658,0.5024,0.148,0.0007
611,0.110190476,,0.1738,0.0001,,0.3442,,0.30641815,0.261386007,,0.1842,,0.9123,0.0812,0.3821,,0.9826,0.4572,0.1433,0.0005
612,0.107017316,,0.169,0.0001,,0.3476,,0.32196495,0.251760989,,0.1779,,0.8882,0.0722,0.3727,,0.9967,0.41,0.1378,0.0004
613,0.103987013,,0.164,0.0001,,0.3511,,0.32584414,0.244656995,,0.1717,,0.866,0.0641,0.364,,1,0.3679,0.1297,0.0004
614,0.101389611,,0.1589,0.0001,,0.3581,,0.33944634,0.234533995,,0.1655,,0.8409,0.0569,0.3535,,0.9882,0.3275,0.1262,0.0005
615,0.099138528,,0.1535,0.0001,,0.3721,,0.34332556,0.227636993,,0.1599,,0.8256,0.0508,0.3455,,0.9834,0.291,0.122,0.0004
616,0.096770563,,0.1482,0.0001,,0.3791,,0.35498315,0.218263,,0.1538,,0.7976,0.0452,0.3361,,0.9761,0.261,0.1166,0
617,0.094489178,,0.1426,0.0001,,0.393,,0.36080697,0.210569993,,0.1495,,0.7793,0.0404,0.3282,,0.9596,0.2258,0.1109,0.0004
618,0.092030303,,0.1369,0.0001,,0.4035,,0.36469615,0.201581001,,0.1435,,0.7554,0.0359,0.3226,,0.9406,0.2026,0.1072,0.0002
619,0.089372294,,0.131,0.0001,,0.4209,,0.37440914,0.193452999,,0.1394,,0.7281,0.0322,0.314,,0.9179,0.1801,0.1016,0.0003
620,0.086826839,,0.1251,0,,0.4349,,0.37439916,0.185762003,,0.1348,,0.704,0.0292,0.3072,,0.8953,0.1489,0.0987,0
621,0.084281385,,0.1193,0.0001,,0.4506,,0.37828836,0.179664999,,0.1291,,0.6755,0.0261,0.3007,,0.8572,0.1279,0.0952,0.0003
622,0.081818181,,0.1136,0.0001,0,0.4715,,0.38216758,0.170484006,,0.1243,,0.656,0.0237,0.2958,,0.8405,0.1126,0.0915,0.0003
623,0.079658008,,0.1079,0,0.0099,0.489,,0.3821576,0.164152995,,0.12,,0.6279,0.0216,0.2925,,0.8085,0.0921,0.088,0.0003
624,0.077359308,,0.1024,0.0001,0.0195,0.5134,,0.38214764,0.157271996,,0.1165,,0.6093,0.0194,0.2868,,0.7917,0.0791,0.0858,0.0002
625,0.075341992,,0.0969,0,0.0295,0.5378,,0.38214764,0.151305005,,0.1123,,0.5871,0.0178,0.28,,0.7564,0.0673,0.0818,0.0002
626,0.073363638,,0.0915,0,0.0321,0.5692,,0.38602686,0.144510999,,0.1087,,0.5676,0.0165,0.2759,,0.7288,0.0508,0.0781,0.0002
627,0.071515153,,0.0863,0.0001,0.0385,0.5901,,0.38601688,0.139286995,,0.1047,,0.5496,0.0148,0.2707,,0.6981,0.0427,0.0768,0.0002
628,0.069796539,,0.0814,0,0.0412,0.625,,0.38601688,0.132548004,,0.1006,,0.5258,0.0137,0.2643,,0.6757,0.0339,0.0739,0.0001
629,0.06792208,,0.0767,0,0.0512,0.6459,,0.3879515,0.127400994,,0.0977,,0.5083,0.0127,0.2604,,0.6486,0.0266,0.0717,0.0002
630,0.065848486,,0.0722,0,0.0607,0.6668,,0.3879415,0.122327,,0.0942,,0.491,0.0118,0.2548,,0.6221,0.0197,0.0701,0.0001
631,0.064060607,,0.0679,0,0.0665,0.7017,,0.3879415,0.117308997,,0.0908,,0.4735,0.0108,0.2499,,0.5898,0.0163,0.0685,0.0002
632,0.062047619,,0.0637,0,0.0729,0.7192,,0.38598695,0.11191,,0.0887,,0.4572,0.0105,0.2448,,0.5724,0.0088,0.0659,0
633,0.060341991,,0.0597,0,0.0806,0.7541,,0.38597697,0.108149,,0.0852,,0.4377,0.0096,0.2391,,0.54,0.0047,0.0627,0.0001
634,0.058766234,,0.056,0,0.0894,0.7855,,0.3820878,0.103119999,,0.0827,,0.423,0.0092,0.2346,,0.5212,0.0018,0.0615,0
635,0.057142857,,0.0524,0,0.0996,0.8203,,0.3820778,0.099760301,,0.0803,,0.4091,0.0088,0.2298,,0.492,,0.0591,0.0002
636,0.055627707,,0.0491,0,0.1116,0.8448,,0.3820778,0.095711797,,0.0777,,0.3965,0.0081,0.2233,,0.4727,,0.0573,0
637,0.054000001,,0.046,0,0.1253,0.8779,,0.38789165,0.092364699,,0.0753,,0.3852,0.0079,0.2195,,0.4586,,0.054,0
638,0.052281386,,0.0431,0,0.14,0.8988,0.010772244,0.38789165,0.089048997,,0.072,,0.3754,0.0074,0.213,,0.4331,,0.0532,0.0001
639,0.050735931,,0.0404,0,0.1561,0.9197,0.010772244,0.39566007,0.085847601,,0.0708,,0.3637,0.0071,0.207,,0.4196,,0.0521,0
640,0.049341991,,0.038,0,0.1744,0.9442,0.010762251,0.3995393,0.082475297,,0.0679,,0.3525,0.0067,0.2023,,0.4033,,0.0511,0
641,0.048077921,,0.0357,0,0.1937,0.9581,0.010752258,0.4034185,0.079654701,,0.0653,,0.3447,0.0067,0.1949,,0.3887,,0.0484,0.0001
642,0.046831168,,0.0336,0,0.2149,0.9756,0.012690863,0.41702068,0.077429801,,0.0633,,0.3336,0.0062,0.1908,,0.3699,,0.0457,0.0001
643,0.045536796,,0.0316,0,0.2389,0.986,0.012690863,0.42090988,0.075022697,,0.061,,0.3287,0.0063,0.1836,,0.3613,,0.0448,0.0001
644,0.044463203,,0.0296,0,0.2655,1,0.01268087,0.43839127,0.072001897,,0.0586,,0.32,0.0062,0.1795,,0.3424,,0.0439,0
645,0.043168831,,0.0279,0,0.2933,1,0.012670877,0.4442151,0.0699009,,0.0566,,0.3116,0.0059,0.1727,,0.3285,,0.0429,0
646,0.041831169,,0.0263,0,0.3236,1,0.016558077,0.46559563,0.067410201,,0.0548,,0.3042,0.0058,0.1682,,0.3159,,0.0415,0
647,0.040536797,,0.0248,0,0.356,1,0.016548084,0.47141945,0.066115603,,0.0541,,0.3002,0.0058,0.1629,,0.3063,,0.0407,0.0001
648,0.039372294,,0.0234,0,0.3912,0.9965,0.024312494,0.48891082,0.064569101,,0.0519,,0.2937,0.0056,0.158,,0.2969,,0.0394,0
649,0.038138528,,0.022,0,0.4274,0.9826,0.024312494,0.49667922,0.062144201,,0.0495,,0.2876,0.0056,0.1531,,0.2868,,0.0381,0
650,0.036969697,,0.0208,,0.4658,0.9686,0.028189704,0.51028144,0.061104398,,0.0482,,0.2808,0.006,0.1485,,0.2789,,0.0373,0
651,0.03590909,,0.02,,0.5062,0.9442,0.03401551,0.5277728,0.059776202,,,,0.2768,,0.1436,,0.2731,,0.0364,0
652,0.034909091,,0.018,,0.5485,0.9163,0.03401551,0.5530326,0.057434399,,,,0.2715,,0.1389,,0.2631,,0.0352,0
653,0.033969698,,0.017,,0.5909,0.8745,0.043728516,0.5841261,0.056628902,,,,0.2683,,0.1343,,0.2571,,0.0335,0
654,0.033138529,,0.016,,0.6338,0.8501,0.043718524,0.5938391,0.0546741,,,,0.2611,,0.1298,,0.2526,,0.0326,0.0002
655,0.032372296,,0.015,,0.6776,0.8239,0.059267327,0.63271105,0.054053701,,,,0.2582,,0.1256,,0.2479,,0.0324,0.0004
656,0.031627706,,0.014,,0.7187,0.7786,0.06509313,0.65020245,0.052010201,,,,0.2549,,0.12,,0.2444,,0.0312,0.0001
657,0.030861472,,0.013,,0.7578,0.7402,0.06897034,0.6638046,0.050818101,,,,0.2475,,0.1165,,0.243,,0.0293,0.0002
658,0.030030303,,0.012,,0.7965,0.6879,0.08645775,0.681296,0.0497346,,,,0.2423,,0.1121,,0.2372,,0.0281,0
659,0.029,,0.011,,0.8333,0.6531,0.092293546,0.7123896,0.048074398,,,,0.2389,,0.1081,,0.2331,,0.0282,0.0002
660,0.027969697,,0.009,,0.8668,0.5973,0.11366816,0.73182553,0.047454301,,,,0.2359,,0.1047,,0.2302,,0.0276,0
661,0.027138529,,0.008,,0.8989,0.5624,0.12144256,0.7668083,0.046390001,,,,0.2316,,0.1018,,0.2236,,0.0256,0
662,0.026281386,,0.007,,0.9274,0.5275,0.15254018,0.8153932,0.0439137,,,,0.2266,,0.0976,,0.2239,,0.0242,0
663,0.025597403,,0.006,,0.9502,0.4717,0.16614038,0.83677375,0.044027001,,,,0.2233,,0.0942,,0.2222,,0.0244,0
664,0.024909091,,0.005,,0.9695,0.4316,0.1797406,0.85037595,0.041593499,,,,0.2186,,0.0908,,0.2175,,0.0242,0
665,0.024372295,,0.004,,0.9843,0.3828,0.21473539,0.8931371,0.0409596,,,,0.2144,,0.0873,,0.2138,,0.0232,0
666,0.023766234,,0.003,,0.9939,0.3584,0.2283356,0.90673923,0.039876301,,,,0.2107,,0.084,,0.2157,,0.0225,0
667,0.023203463,,0.002,,0.9993,0.3131,0.27304342,0.9242207,0.038312301,,,,0.2043,,0.0803,,0.2173,,0.0217,0.0001
668,0.022705628,,0.001,,1,0.2887,0.28859222,0.9553142,0.0380514,,,,0.2017,,0.0766,,0.2146,,0.022,0
669,0.022294372,,0.0005,,0.9949,0.2643,0.33912584,0.96892637,0.0364113,,,,0.1956,,0.0741,,0.2137,,0.0209,0
670,0.021705628,,0,,0.9845,0.2294,0.36051044,0.9864078,0.035033099,,,,0.1928,,0.0714,,0.2083,,0.0209,0
671,0.021294372,,,,0.9692,0.2085,0.38772085,0.9941762,0.034226101,,,,0.1857,,0.0684,,0.2069,,0.0196,0.0002
672,0.020705628,,,,0.9496,0.1771,0.45770046,1,0.0321461,,,,0.1835,,0.0666,,0.2044,,0.019,0.0001
673,0.020294372,,,,0.9256,0.1562,0.47908506,1,0.0322299,,,,0.1782,,0.065,,0.2015,,0.0185,0
674,0.019705627,,,,0.8983,0.1318,0.5490547,0.99999005,0.0297473,,,,0.1735,,0.0634,,0.2005,,0.0192,0
675,0.019294371,,,,0.8685,0.1178,0.5685007,0.99999005,,,,,0.1694,,0.0599,,0.1951,,0.0181,0.0001
676,0.018705627,,,,0.8365,0.1074,0.6384803,0.9863679,,,,,0.1637,,0.0588,,0.1958,,0.0167,
677,0.018294372,,,,0.8022,0.0899,0.6598549,0.97858953,,,,,0.1608,,0.0569,,0.1933,,0.0162,
678,0.017705627,,,,0.7664,0.0795,0.7356703,0.9688665,,,,,0.1571,,0.055,,0.1875,,0.0162,
679,0.017294373,,,,0.7291,0.0656,0.7667679,0.947476,,,,,0.1502,,0.0543,,0.1837,,0.0148,
680,0.016705628,,,,0.6894,0.0586,0.7881525,0.9299747,,,,,0.1478,,0.0529,,0.1784,,0.0158,
681,0.016294373,,,,0.6482,0.0481,0.81342435,0.89691657,,,,,0.1429,,0.0514,,0.1783,,0.0153,
682,0.015705629,,,,0.6054,0.0446,0.8367475,0.885249,,,,,0.1395,,0.0506,,0.1706,,0.0138,
683,0.015203464,,,,0.5617,0.0342,0.87950677,0.8444225,,,,,0.1344,,0.049,,0.1656,,0.0139,
684,0.014766234,,,,0.517,0.0307,0.912543,0.82692116,,,,,0.1283,,0.0474,,0.1623,,0.0134,
685,0.014372294,,,,0.4722,0.029,0.9475378,0.7666487,,,,,0.1246,,0.0467,,0.1567,,0.0132,
686,0.014,,,,0.4297,0.0255,0.95918936,0.74720275,,,,,0.1213,,0.0452,,0.1539,,0.0127,
687,0.013627706,,,,0.3891,0.022,0.9727996,0.71804386,,,,,0.1174,,0.0443,,0.1473,,0.0124,
688,0.013142857,,,,0.3508,0.0185,0.9941742,0.67332816,,,,,0.1143,,0.0431,,0.1455,,0.0124,
689,0.012766234,,,,0.3172,0.015,0.9961128,0.60138816,,,,,0.109,,0.0432,,0.1381,,0.0127,
690,0.0124329,,,,0.2878,0.015,1,0.5663954,,,,,0.1066,,0.0416,,0.1385,,0.0126,
691,0.012077922,,,,0.2615,0.0116,0.99999,0.5450049,,,,,0.1015,,0.0407,,0.1283,,0.0121,
692,0.011831169,,,,0.239,0.0116,0.99999,0.47890863,,,,,0.1002,,0.0396,,0.1283,,0.0116,
693,0.011536797,,,,0.2205,0.0116,0.99998003,0.4575181,,,,,0.0966,,0.0383,,0.1237,,0.0117,
694,0.011463203,,,,0.2041,0.0116,0.99997,0.38753265,,,,,0.0934,,0.0381,,0.1184,,0.0109,
695,0.011168831,,,,0.1908,,0.99413425,0.36030835,,,,,0.0901,,0.0383,,0.1169,,0.012,
696,0.010831169,,,,0.1789,,0.9863498,0.32142642,,,,,0.0863,,0.0369,,0.1137,,0.0108,
697,0.010627706,,,,0.1683,,0.9649552,0.29809132,,,,,0.0828,,0.0355,,0.1034,,0.0104,
698,0.010402597,,,,0.1589,,0.95911944,0.2630886,,,,,0.081,,0.0347,,0.1042,,0.0107,
