Wavelength,ATTO425 EM,ATTO425 EX,ATTO465 EM,ATTO465 EX,FAM EM,FAM EX,ATTO488 EM,ATTO488 EX,JOE EM,JOE EX,HEX EM,HEX EX,Cy3 EM,Cy3 EX,ROX EM,ROX EX,Cy3.5 EM,Cy3.5 EX,CAL560 EM,CAL560 EX,CAL590 EM,CAL590 EX,CAL610 EM,CAL610 EX,Cy5 EM,Cy5 EX,Cy5.5 EM,Cy5.5 EX
557,0.040372294,,0.123597403,,0.378962994,,0.058597403,0.001,0.8873,0.0186,0.98356998,0.0816295,0.5819,0.9538,,0.5021,0.025,0.6111,0.992129982,0.299125999,0.12,0.75,,0.281323999,,0.0823,,0.05600431
558,0.039229437,,0.120311688,,0.365970999,,0.056593074,0.001,0.8658,0.016,0.997340977,0.0682735,0.6415,0.932,,0.5219,0.0278,0.6278,0.996061981,0.265206009,0.14,0.77999997,,0.283262014,,0.0893,,0.059883524
559,0.037999999,,0.117,,0.35750699,,0.05482684,0.001,0.8444,0.013,1,0.056801502,0.7012,0.8952,,0.5442,0.0306,0.6417,0.995588005,0.234180003,0.15000001,0.81,,0.286258996,,0.0928,,0.061828118
560,0.036770562,,0.113597403,,0.347681999,,0.052878788,0.001,0.8209,0.0111,0.992524028,0.047171801,0.7583,0.8451,,0.5677,0.0306,0.65,0.990975976,0.206064999,0.17,0.83999997,,0.290506989,,0.0963,,0.061818145
561,0.035627706,,0.110190476,,0.338719994,,0.051190476,0.001,0.8011,0.0093,0.985332012,0.039105099,0.812,0.7777,,0.5931,0.0417,0.6833,0.982466996,0.180853993,0.18000001,0.87,,0.296083003,,0.0997,,0.06958655
562,0.034372295,,0.107017316,,0.32881701,,0.049917748,0.001,0.777,0.0076,0.967133999,0.032615501,0.8609,0.7271,,0.6202,0.0444,0.7028,0.969792008,0.158182994,0.2,0.89999998,,0.303119004,,0.0997,,0.06958655
563,0.03304762,,0.103987013,,0.319835991,,0.048311688,0.001,0.7542,0.0065,0.946132004,0.0271866,0.9036,0.6801,,0.6492,0.0556,0.725,0.953436017,0.138031006,0.22,0.92000002,,0.311827987,,0.1032,,0.073455796
564,0.031939394,,0.101389611,,0.308878005,,0.046770562,0.001,0.7319,0.0055,0.921908021,0.022483399,0.9384,0.6153,,0.6785,0.0694,0.7583,0.934275985,0.120104998,0.23999999,0.94,,0.32219699,,0.1033,,0.073455796
565,0.031047619,,0.099138528,,0.300817996,,0.045225108,,0.7126,0.0044,0.897314012,0.018924501,0.9664,0.5457,0.0351,0.7093,0.0694,0.7583,0.912859023,0.104272,0.27000001,0.95999998,,0.334468991,,0.1102,,0.07733501
566,0.030372294,,0.096770563,,0.290262997,,0.043744589,,0.6934,0.0035,0.864646018,0.016007699,0.9862,0.4863,0.0364,0.7405,0.0889,0.7944,0.889603019,0.090273798,0.28999999,0.98000002,0.00509,0.348850012,,0.1137,,0.08315882
567,0.029627705,,0.094489178,,0.282182992,,0.042307359,,0.6723,0.0028,0.837006986,0.0133142,0.9969,0.4502,0.0414,0.7714,0.1111,0.8278,0.865472019,0.077924103,0.31999999,0.99000001,0.00634556,0.365108013,,0.1172,,0.08315882
568,0.028861471,,0.092030303,,0.272511005,,0.040800866,,0.6538,0.0023,0.80469799,0.0111914,1,0.3955,0.0499,0.8026,0.1305,0.8556,0.841320992,0.067235097,0.34999999,0.99000001,0.00769,0.383352011,,0.1242,,0.083148845
569,0.027939394,,0.089372294,,0.264450997,,0.039445887,,0.6333,0.0019,0.772859991,0.00965766,0.9955,0.3482,0.0593,0.8328,0.1639,0.8861,0.816751003,0.0580182,0.38,1,0.00928333,0.403849006,,0.1277,,0.08703803
570,0.027060607,,0.086826839,,0.253722996,,0.038463203,,0.6143,0.0014,0.741994023,0.00813644,0.9833,0.3021,0.0692,0.863,0.1833,0.9056,0.791611016,0.049813699,0.41999999,0.99000001,0.0112,0.426339,,0.1312,,0.09285187
571,0.026138529,,0.084281385,,0.245394006,,0.03716883,,0.5985,0.0011,0.709914982,0.00701994,0.964,0.2631,0.0827,0.8902,0.2083,0.925,0.766265988,0.042766701,0.44999999,0.98000002,0.0135567,0.450998008,,0.1347,,0.09285187
572,0.025281386,,0.081818181,,0.236797005,,0.035831168,,0.5804,0.0009,0.677227974,0.00612675,0.9395,0.2259,0.0966,0.9159,0.2528,0.9528,0.740531981,0.036787499,0.49000001,0.97000003,0.016465601,0.477872014,,0.1417,,0.0928419
573,0.024597403,,0.079658008,,0.227469996,,0.034536796,,0.5649,0.0005,0.651861012,0.00510795,0.9107,0.1952,0.1113,0.9392,0.2833,0.9694,0.714595973,0.031496599,0.52999997,0.94999999,0.020036699,0.506846011,,0.1451,,0.09673109
574,0.024,,0.077359308,,0.220579997,,0.033372294,,0.5496,0.0005,0.621882975,0.00449388,0.8777,0.1693,0.1296,0.9598,0.3389,0.9861,0.688659012,0.026918801,0.565,0.92000002,0.0243933,0.537501991,,0.1521,,0.09672111
575,0.023311688,,0.075341992,,0.211177006,,0.032138528,,0.5351,0.0004,0.599730015,0.00399146,0.8421,0.1493,0.1488,0.9765,0.3917,0.9944,0.662501991,0.0233228,0.60000002,0.88999999,0.029658901,0.570030987,,0.1591,,0.10060033
576,0.022688312,,0.073363638,,0.205323994,,0.030969697,,0.521,0,0.57307601,0.00367047,0.8047,0.132,0.1702,0.989,0.4306,1,0.636906028,0.0201841,0.64999998,0.86000001,0.0359511,0.604368985,,0.1696,,0.10448952
577,0.021909091,,0.071515153,,0.197090998,,0.029909091,,0.5082,0,0.548289001,0.00300057,0.7657,0.1172,0.1971,0.997,0.5028,1,0.612955987,0.017333001,0.69,0.81999999,0.0434522,0.640285015,,0.1766,,0.11030336
578,0.021372294,,0.069796539,,0.189605996,,0.029,,0.4949,0,0.528533995,0.00276332,0.7261,0.1002,0.2221,1,0.5778,1,0.590840995,0.014806,0.72000003,0.77999997,0.052418899,0.67673701,,0.18,,0.11030336
579,0.020857143,,0.06792208,,0.182265997,,0.028,,0.4816,0,0.508686006,0.00272145,0.6869,0.0878,0.2531,0.9971,0.6222,1,0.570317984,0.0130486,0.75999999,0.74000001,0.063023299,0.714145005,,0.1975,,0.11806179
580,0.020142857,,0.065848486,,0.175477996,,0.027000001,,0.4706,0,0.489073008,0.00249815,0.6477,0.0717,0.2868,0.9896,0.6667,0.9833,0.550924003,0.0115294,0.80000001,0.69999999,0.075333297,0.751918018,,0.2045,,0.11806179
581,0.019627705,,0.064060607,,0.169218004,,0.026000001,,0.4604,0,0.475616992,0.00210738,0.61,0.062,0.3234,0.9763,0.7361,0.9667,0.531978011,0.00990051,0.82999998,0.64999998,0.089466698,0.789053977,,0.2149,,0.11806179
582,0.018999999,,0.062047619,,0.161617994,,0.024909091,,0.4487,0,0.457112014,0.00209342,0.5738,0.0498,0.3631,0.958,0.8333,0.9444,0.513189018,0.00878435,0.87,0.60000002,0.105682001,0.825316012,,0.2219,,0.121941
583,0.018372294,,0.060341991,,0.155537993,,0.023969697,,0.4366,0,0.447921008,0.00199573,0.5392,0.0428,0.4011,0.9344,0.8528,0.8917,0.494688004,0.00789684,0.89999998,0.565,0.124264002,0.860239983,,0.2289,,0.12193103
584,0.017766233,,0.058766234,,0.148952007,,0.023138528,,0.4265,0,0.43293801,0.00207947,0.5072,0.0356,0.4422,0.9069,0.8861,0.8333,0.476442009,0.00684785,0.92000002,0.50999999,0.145434007,0.892669022,,0.2359,,0.12775484
585,0.017203463,,0.057142857,,0.144209996,,0.022372294,,0.4161,0,0.423294008,0.00195386,0.4774,0.0311,0.487,0.8741,0.9167,0.7944,0.45846799,0.006189,0.94,0.47,0.169418007,0.922026992,,0.2464,,0.12775484
586,0.016705628,,0.055627707,,0.138850003,,0.021536797,,0.4048,0,0.41316101,0.00185617,0.4495,0.0266,0.5293,0.8392,0.9556,0.7389,0.441496015,0.0057258,0.95999998,0.43000001,0.196395993,0.947457016,,0.2533,,0.13551328
587,0.016294373,,0.054000001,,0.132980004,,0.020831169,,0.3925,0,0.40367201,0.00168869,0.4237,0.0242,0.5698,0.8005,0.9778,0.6694,0.426207989,0.00538989,0.98000002,0.38999999,0.226260006,0.968777001,,0.2603,,0.13551328
588,0.015705629,,0.052281386,,0.127875,,0.020168831,,0.3843,0,0.397846997,0.00173056,0.3995,0.0202,0.6111,0.7593,0.9944,0.6278,0.412708998,0.00478643,0.99000001,0.34999999,0.258870006,0.984938025,,0.2708,,0.1393925
589,0.015294373,,0.050735931,,0.124465004,,0.019463203,,0.3757,0,0.393752992,0.00166078,0.3767,0.0155,0.6597,0.7173,1,0.5639,0.401042998,0.00412875,0.99000001,0.31999999,0.294319987,0.995298982,,0.2778,,0.1452163
590,0.014705628,,0.049341991,,0.118807003,,0.018536796,,0.3636,0,0.386510998,0.00177243,0.3558,0.0143,0.7024,0.6744,1,0.525,0.391005993,0.00392367,1,0.28,0.332632005,1,,0.2882,,0.1452163
591,0.014203463,,0.048077921,,0.114435002,,0.017831169,,0.3554,0,0.382247001,0.00167474,0.3367,0.0119,0.7409,0.6302,1,0.4861,0.382072985,0.00363019,0.99000001,0.25,0.373614013,0.998346984,,0.2952,,0.15297472
592,0.013675325,,0.046831168,,0.110835001,,0.017077922,,0.345,0,0.375285,0.0013677,0.3193,0.0104,0.7808,0.5859,1,0.4278,0.373941004,0.00342864,0.99000001,0.22,0.416933,0.99029398,,0.3022,,0.15686391
593,0.0134329,,0.045536796,,0.105691999,,0.016341992,,0.3343,0,0.372817993,0.00150726,0.3035,0.0101,0.8166,0.5432,0.9944,0.3806,0.366452008,0.00328603,0.98000002,0.2,0.46221,0.975903988,,0.3057,,0.16268773
594,0.013077922,,0.044463203,,0.101834998,,0.015735931,,0.3254,0,0.368786991,0.00154913,0.289,0.0084,0.8497,0.5005,0.9806,0.325,0.359201014,0.00298194,0.97000003,0.18000001,0.508903027,0.955088019,,0.3127,,0.16656694
595,0.012922078,,0.043168831,,0.098708503,,0.015372295,,0.3161,0,0.364863992,0.00152122,0.276,0.0071,0.8889,0.4597,0.9639,0.2639,0.35175699,0.00270143,0.95999998,0.15000001,0.556360006,0.928546011,,0.3196,,0.17045613
596,0.0125671,,0.041831169,,0.094563201,,0.015030303,,0.3071,0,0.360794008,0.00143748,0.2643,0.0065,0.9177,0.4204,0.9556,0.2639,0.344197005,0.00244095,0.94,0.14,0.604098976,0.897041023,,0.3231,,0.18404835
597,0.012233766,,0.040536797,,0.091195203,,0.014489177,,0.2976,0,0.357288986,0.00156309,0.254,0.0066,0.936,0.3835,0.9306,0.2222,0.337083012,0.00226533,0.92000002,0.12,0.65171802,0.861075997,,0.3301,,0.18793753
598,0.011857143,,0.039372294,,0.087827198,,0.013770563,,0.2905,0,0.352562994,0.00142353,0.2445,0.0059,0.9598,0.3483,0.9,0.1805,0.330758989,0.00224647,0.89999998,0.1,0.698616028,0.821260989,,0.3301,,0.19764055
599,0.011372294,,0.038138528,,0.084718302,,0.013229437,,0.2793,0,0.348717988,0.001591,0.2362,0.0046,0.9739,0.3153,0.8778,0.1583,0.324878007,0.00210504,0.87,0.090000004,0.744053006,0.777944028,,0.3336,,0.20152976
600,0.010909091,,0.036969697,,0.081868403,,0.012510823,,0.2715,0,0.341410995,0.00170265,0.2286,0.0038,0.9844,0.2845,0.8444,0.125,0.318783998,0.00201193,0.85000002,0.079999998,0.787074029,0.732620001,,0.3371,,0.21124275
601,0.010597403,,0.03590909,,0.079277702,,0.011878788,,0.2619,,0.336816996,,0.2217,0.0032,0.9922,0.2564,0.825,0.1111,0.312177986,0.0019141,0.81999999,0.07,0.826861978,0.685756028,,0.3371,,0.21901114
602,0.010372294,,0.034909091,,0.075391501,,0.011506494,,0.254,,0.331840008,,0.2156,0.0031,0.9986,0.2307,0.7944,0.0944,0.305101991,0.00179152,0.79000002,0.059999999,0.862882018,0.638221979,,0.3371,,0.22872415
603,0.010168831,,0.033969698,,0.073578,,0.011372294,,0.2471,,0.325129002,,0.2102,0.0028,0.994,0.2064,0.7639,0.075,0.297681987,0.00174791,0.75999999,0.050000001,0.894779027,0.590946972,,0.3371,,0.23260336
604,0.009831169,,0.033138529,,0.070991002,,0.01125974,,0.2384,,0.317667007,,0.2053,0.0025,1,0.185,0.7472,0.0667,0.290196002,0.00179624,0.74000001,0.039999999,0.92246002,0.544521987,,0.3371,,0.24037176
605,0.009627705,,0.032372296,,0.068641998,,0.010861472,,0.2292,,0.310786992,,0.2006,0.002,0.9917,0.165,0.7111,0.0528,0.282887995,0.00184574,0.70999998,0.039999999,0.945997,0.498930991,,0.3371,,0.25008476
606,0.009402597,,0.031627706,,0.065771103,,0.010398268,,0.2202,,0.303550988,,0.1961,0.0016,0.9862,0.1469,0.6944,0.0472,0.275509,0.00176206,0.68000001,0.029999999,0.965220988,0.45489499,,0.3337,,0.25979775
607,0.009,,0.030861472,,0.063422099,,0.010090909,,0.2119,,0.296086997,,0.1916,0.0014,0.9742,0.1305,0.6694,0.0417,0.268076003,0.00171845,0.64999998,0.029999999,0.979911029,0.412965,,0.3372,,0.27339995
608,0.008597402,,0.030030303,,0.0613342,,0.009541125,,0.2057,,0.287458986,,0.1871,0.0009,0.9595,0.1163,0.6417,0.0333,0.261029989,0.00171255,0.62,0.02,0.990051985,0.373448998,,0.3372,,0.28116834
609,0.008281385,,0.029,,0.058463201,,0.008969697,,0.1978,,0.277637988,,0.1827,0.0004,0.9411,0.1029,0.6111,0.025,0.254325986,0.00168073,0.60000002,0.02,0.996057987,0.336227,,0.3407,,0.29477054
610,0.008229438,,0.027969697,,0.056636199,,0.008506493,,0.1902,,0.269694,,0.1784,0.0002,0.9213,0.0916,0.6,0.025,0.247663006,0.00159823,0.56999999,0.02,0.998467982,0.301703006,,0.3407,,0.29864976
611,0.008,,0.027138529,,0.0552123,,0.008372294,,0.1842,,0.261386007,,0.1738,0.0001,0.9123,0.0812,0.5861,0.0194,0.241090998,0.00150393,0.55500001,0.02,0.997641981,0.269769013,,0.3442,,0.30641815
612,0.007770563,,0.026281386,,0.053371798,,0.008168831,,0.1779,,0.251760989,,0.169,0.0001,0.8882,0.0722,0.5639,0.0194,0.234814003,0.00110438,0.51999998,0.01,0.993852973,0.240483999,,0.3476,,0.32196495
613,0.007627706,,0.025597403,,0.051268499,,0.007831169,,0.1717,,0.244656995,,0.164,0.0001,0.866,0.0641,0.55,0.0167,0.228802994,0.000614067,0.5,0.01,0.987129986,0.213531002,,0.3511,,0.32584414
614,0.007463204,,0.024909091,,0.049690999,,0.007536797,,0.1655,,0.234533995,,0.1589,0.0001,0.8409,0.0569,0.525,0.0139,0.222874001,0.000268728,0.47999999,0.01,0.977208972,0.189164996,,0.3581,,0.33944634
615,0.007168831,,0.024372295,,0.047935098,,0.007372295,,0.1599,,0.227636993,,0.1535,0.0001,0.8256,0.0508,0.5167,0.0139,0.217025995,0.000694214,0.46000001,0.01,0.964136004,0.167284995,,0.3721,,0.34332556
616,0.006831169,,0.023766234,,0.0460812,,0.007229437,,0.1538,,0.218263,,0.1482,0.0001,0.7976,0.0452,0.5083,0.0111,0.210880995,0.00128942,0.44,0.01,0.948439002,0.147430003,,0.3791,,0.35498315
617,0.006536797,,0.023203463,,0.045081399,,0.007,,0.1495,,0.210569993,,0.1426,0.0001,0.7793,0.0404,0.4944,0.0111,0.204004005,0.00151101,0.41999999,0.01,0.930593014,0.129767999,,0.393,,0.36080697
618,0.006372295,,0.022705628,,0.043214101,,0.006770563,,0.1435,,0.201581001,,0.1369,0.0001,0.7554,0.0359,0.4861,0.0111,0.196833998,0.00144618,0.40000001,0.01,0.910942018,0.113945,,0.4035,,0.36469615
619,0.006138528,,0.022294372,,0.040813301,,0.006627706,,0.1394,,0.193452999,,0.131,0.0001,0.7281,0.0322,0.4722,0.0111,0.189935997,0.00128825,0.38,0.01,0.889998972,0.099799402,,0.4209,,0.37440914
620,0.006060606,,0.021705628,,0.039494898,,0.006372295,,0.1348,,0.185762003,,0.1251,0,0.704,0.0292,0.4611,0.0056,0.183287993,0.00136721,0.37,0.01,0.868090987,0.087315597,,0.4349,,0.37439916
621,0.005939394,,0.021294372,,0.038688902,,0.006229437,,0.1291,,0.179664999,,0.1193,0.0001,0.6755,0.0261,0.4611,0.0056,0.176829994,0.00185517,0.34999999,0.01,0.845242977,0.076440401,,0.4506,,0.37828836
622,0.005861472,,0.020705628,,0.0368005,,0.006,,0.1243,,0.170484006,,0.1136,0.0001,0.656,0.0237,0.4556,0.0056,0.170580998,0.00235962,0.34,0.01,0.821330011,0.067132697,0,0.4715,,0.38216758
623,0.005627706,,0.020294372,,0.035447501,,0.005770563,,0.12,,0.164152995,,0.1079,0,0.6279,0.0216,0.4417,0.0111,0.164313003,0.00268492,0.33000001,0.01,0.796522975,0.058934599,0.0099,0.489,,0.3821576
624,0.005372294,,0.019705627,,0.034881402,,0.005627706,,0.1165,,0.157271996,,0.1024,0.0001,0.6093,0.0194,0.4417,0.0111,0.157781005,0.00234076,0.31,0.01,0.770958006,0.051613301,0.0195,0.5134,,0.38214764
625,0.005138528,,0.019294371,,0.033518799,,0.005372294,,0.1123,,0.151305005,,0.0969,0,0.5871,0.0178,0.4333,0.0111,0.151158005,0.00172316,0.30000001,0.01,0.744720995,0.045244101,0.0295,0.5378,,0.38214764
626,0.004969697,,0.018705627,,0.032108299,,0.005138528,,0.1087,,0.144510999,,0.0915,0,0.5676,0.0165,0.4333,0.0111,0.144618005,0.00142261,0.28999999,0.01,0.718252003,0.039528001,0.0321,0.5692,,0.38602686
627,0.004909091,,0.018294372,,0.030951099,,0.004969697,,0.1047,,0.139286995,,0.0863,0.0001,0.5496,0.0148,0.4333,0.0111,0.138446003,0.00150747,0.28,0.01,0.691901028,0.034554999,0.0385,0.5901,,0.38601688
628,0.005090909,,0.017705627,,0.0298457,,0.005,,0.1006,,0.132548004,,0.0814,0,0.5258,0.0137,0.4333,0.0111,0.133209005,0.00171609,0.27000001,0.01,0.665597022,0.030212199,0.0412,0.625,,0.38601688
629,0.005030303,,0.017294373,,0.0294964,,0.005030303,,0.0977,,0.127400994,,0.0767,0,0.5083,0.0127,0.4333,0.0111,0.128884003,0.00178091,0.27000001,0.01,0.639548004,0.0265282,0.0512,0.6459,,0.3879515
630,0.004861472,,0.016705628,,0.0271782,,0.004861472,,0.0942,,0.122327,,0.0722,0,0.491,0.0118,0.4389,0.0111,0.12489,0.0016053,0.25999999,0.01,0.61421901,0.0230747,0.0607,0.6668,,0.3879415
631,0.004627706,,0.016294373,,0.027364301,,0.004627706,,0.0908,,0.117308997,,0.0679,0,0.4735,0.0108,0.4389,0.0111,0.12071,0.00146268,0.25,0.01,0.589900017,0.019766301,0.0665,0.7017,,0.3879415
632,0.004372294,,0.015705629,,0.0261303,,0.004372294,,0.0887,,0.11191,,0.0637,0,0.4572,0.0105,0.4417,0.0111,0.115943,0.00134246,0.23999999,0.01,0.566793025,0.016859701,0.0729,0.7192,,0.38598695
633,0.004138528,,0.015203464,,0.024710201,,0.004138528,,0.0852,,0.108149,,0.0597,0,0.4377,0.0096,0.4417,0.0111,0.110593997,0.00128942,0.23999999,0.01,0.545105994,0.0143709,0.0806,0.7541,,0.38597697
634,0.003969697,,0.014766234,,0.0237334,,0.003969697,,0.0827,,0.103119999,,0.056,0,0.423,0.0092,0.4444,0.0111,0.105291001,0.00132125,0.23,0.01,0.52483201,0.0122749,0.0894,0.7855,,0.3820878
635,0.003909091,,0.014372294,,0.0230291,,0.003909091,,0.0803,,0.099760301,,0.0524,0,0.4091,0.0088,0.4444,,0.100598,0.00137429,0.23,0.01,0.505459011,0.0105556,0.0996,0.8203,,0.3820778
636,0.004,,0.014,,0.022603,,0.004090909,,0.0777,,0.095711797,,0.0491,0,0.3965,0.0081,0.4472,,0.096529998,0.00126349,0.22,0.01,0.486681998,0.00907143,0.1116,0.8448,,0.3820778
637,0.004090909,,0.013627706,,0.022169299,,0.004030303,,0.0753,,0.092364699,,0.046,0,0.3852,0.0079,0.4472,,0.093012199,0.0010867,0.22,,0.468551993,0.00773572,0.1253,0.8779,,0.38789165
638,0.004030303,,0.013142857,,0.0211407,,0.003861472,,0.072,,0.089048997,,0.0431,0,0.3754,0.0074,0.4472,,0.089956701,0.000855687,0.20999999,,0.451119989,0.00653586,0.14,0.8988,0.010772244,0.38789165
639,0.003861472,,0.012766234,,0.020392301,,0.003627706,,0.0708,,0.085847601,,0.0404,0,0.3637,0.0071,0.4417,,0.0870189,0.000773183,0.20999999,,0.434450001,0.00548213,0.1561,0.9197,0.010772244,0.39566007
640,0.003627706,,0.0124329,,0.019037399,,0.003372294,,0.0679,,0.082475297,,0.038,0,0.3525,0.0067,0.4417,,0.084104396,0.000889867,0.2,,0.418812007,0.00465559,0.1744,0.9442,0.010762251,0.3995393
641,0.003372294,,0.012077922,,0.0188608,,0.003138528,,0.0653,,0.079654701,,0.0357,0,0.3447,0.0067,0.4389,,0.081242204,0.00107256,0.2,,0.404213011,0.00403111,0.1937,0.9581,0.010752258,0.4034185
642,0.003138528,,0.011831169,,0.0177765,,0.002969697,,0.0633,,0.077429801,,0.0336,0,0.3336,0.0062,0.4333,,0.078325599,0.00112795,0.19,,0.390498012,0.00346943,0.2149,0.9756,0.012690863,0.41702068
643,0.002969697,,0.011536797,,0.017697901,,0.002909091,,0.061,,0.075022697,,0.0316,0,0.3287,0.0063,0.4306,,0.075442202,0.00112913,0.19,,0.377817988,0.00297053,0.2389,0.986,0.012690863,0.42090988
644,0.002909091,,0.011463203,,0.0171951,,0.003,,0.0586,,0.072001897,,0.0296,0,0.32,0.0062,0.4194,,0.072653301,0.00115506,0.18000001,,0.366364002,0.00258466,0.2655,1,0.01268087,0.43839127
645,0.003,,0.011168831,,0.016375599,,0.003,,0.0566,,0.0699009,,0.0279,0,0.3116,0.0059,0.4167,,0.069838896,0.00119278,0.18000001,,0.356014013,0.00221705,0.2933,1,0.012670877,0.4442151
646,0.003,,0.010831169,,0.0158555,,0.003,,0.0548,,0.067410201,,0.0263,0,0.3042,0.0058,0.4083,,0.066992201,0.00127646,0.17,,0.346417993,0.00188141,0.3236,1,0.016558077,0.46559563
647,0.003,,0.010627706,,0.0151071,,0.003090909,,0.0541,,0.066115603,,0.0248,0,0.3002,0.0058,0.4,,0.0642033,0.00138961,0.17,,0.33723399,0.00153892,0.356,1,0.016548084,0.47141945
648,0.003,,0.010402597,,0.0148826,,0.003030303,,0.0519,,0.064569101,,0.0234,0,0.2937,0.0056,0.3944,,0.061456699,0.00142379,0.16,,0.328402013,0.00131516,0.3912,0.9965,0.024312494,0.48891082
649,0.003090909,,0.01,,0.0136985,,0.002861472,,0.0495,,0.062144201,,0.022,0,0.2876,0.0056,0.3806,,0.058713298,0.00136014,0.16,,0.320060015,0.00110282,0.4274,0.9826,0.024312494,0.49667922
650,0.003030303,,0.009597402,,0.013781,,0.002627706,,0.0482,,0.061104398,,0.0208,,0.2808,0.006,0.3667,,0.056144401,0.0012576,0.15000001,,0.312440991,0.000940707,0.4658,0.9686,0.028189704,0.51028144
651,0.002861472,,0.009372294,,0.0129731,,0.002372294,,,,0.059776202,,0.02,,0.2768,,0.3667,,0.0539422,,0.15000001,,0.305633008,,0.5062,0.9442,0.03401551,0.5277728
652,0.002627706,,0.009168831,,0.0127236,,0.002138528,,,,0.057434399,,0.018,,0.2715,,0.3583,,0.052085601,,0.14,,0.299560994,,0.5485,0.9163,0.03401551,0.5530326
653,0.002372294,,0.008831169,,0.0128733,,0.001969697,,,,0.056628902,,0.017,,0.2683,,0.3389,,0.050452199,,0.14,,0.294059992,,0.5909,0.8745,0.043728516,0.5841261
654,0.002138528,,0.008536796,,0.0119521,,0.001909091,,,,0.0546741,,0.016,,0.2611,,0.3333,,0.048950002,,0.13,,0.288942009,,0.6338,0.8501,0.043718524,0.5938391
655,0.001969697,,0.008372294,,0.0114186,,0.002,,,,0.054053701,,0.015,,0.2582,,0.3194,,0.0473633,,0.13,,0.284218997,,0.6776,0.8239,0.059267327,0.63271105
656,0.001909091,,0.008229438,,0.0114838,,0.002,,,,0.052010201,,0.014,,0.2549,,0.3167,,0.045543302,,0.12,,0.280000001,,0.7187,0.7786,0.06509313,0.65020245
657,0.002,,0.008,,0.0116143,,0.002,,,,0.050818101,,0.013,,0.2475,,0.3083,,0.043624401,,0.12,,0.276075989,,0.7578,0.7402,0.06897034,0.6638046
658,0.002,,0.007770563,,0.0116796,,0.002,,,,0.0497346,,0.012,,0.2423,,0.2944,,0.041701101,,0.11,,0.272220999,,0.7965,0.6879,0.08645775,0.681296
659,0.002,,0.007627706,,0.0100733,,0.002,,,,0.048074398,,0.011,,0.2389,,0.2889,,0.039861102,,0.11,,0.268498003,,0.8333,0.6531,0.092293546,0.7123896
660,0.002,,0.007372295,,0.0101846,,0.002,,,,0.047454301,,0.009,,0.2359,,0.2694,,0.0382744,,0.1,,0.264876008,,0.8668,0.5973,0.11366816,0.73182553
661,0.002,,0.007138528,,0.0102959,,0.002090909,,,,0.046390001,,0.008,,0.2316,,0.2667,,0.036958899,,0.1,,0.261213988,,0.8989,0.5624,0.12144256,0.7668083
662,0.002,,0.007060606,,0.00928073,,0.002030303,,,,0.0439137,,0.007,,0.2266,,0.2611,,0.035885599,,0.1,,0.257560998,,0.9274,0.5275,0.15254018,0.8153932
663,0.002,,0.006939394,,0.00865894,,0.001861472,,,,0.044027001,,0.006,,0.2233,,0.25,,0.034947801,,0.090000004,,0.253991991,,0.9502,0.4717,0.16614038,0.83677375
664,0.002,,0.006861472,,0.00875106,,0.001627706,,,,0.041593499,,0.005,,0.2186,,0.2361,,0.03393,,0.090000004,,0.250512987,,0.9695,0.4316,0.1797406,0.85037595
665,0.002,,0.006627706,,0.00884317,,0.001372294,,,,0.0409596,,0.004,,0.2144,,0.2333,,0.03286,,0.079999998,,0.246999994,,0.9843,0.3828,0.21473539,0.8931371
666,0.002,,0.006372295,,0.00856298,,0.001138528,,,,0.039876301,,0.003,,0.2107,,0.225,,0.031943299,,0.079999998,,0.243303999,,0.9939,0.3584,0.2283356,0.90673923
667,0.002,,0.006229437,,0.00865126,,0.000969697,,,,0.038312301,,0.002,,0.2043,,0.2139,,0.031211101,,0.079999998,,0.239382997,,0.9993,0.3131,0.27304342,0.9242207
668,0.002,,0.006,,0.00797958,,0.000909091,,,,0.0380514,,0.001,,0.2017,,0.2111,,0.030577799,,0.07,,0.235234007,,1,0.2887,0.28859222,0.9553142
669,0.002090909,,0.005770563,,0.00729255,,0.001,,,,0.0364113,,0.0005,,0.1956,,0.1972,,0.0299522,,0.07,,0.230985999,,0.9949,0.2643,0.33912584,0.96892637
670,0.002030303,,0.005627706,,0.00736547,,0.001,,,,0.035033099,,0,,0.1928,,0.1944,,0.02918,,0.07,,0.226897001,,0.9845,0.2294,0.36051044,0.9864078
671,0.001861472,,0.005372294,,0.0074384,,0.001,,,,0.034226101,,,,0.1857,,0.1917,,0.02813,,0.059999999,,0.222857997,,0.9692,0.2085,0.38772085,0.9941762
672,0.001627706,,0.005138528,,0.00715053,,0.001,,,,0.0321461,,,,0.1835,,0.1833,,0.0268478,,0.059999999,,0.218738005,,0.9496,0.1771,0.45770046,1
673,0.001372294,,0.004969697,,0.00721962,,0.001,,,,0.0322299,,,,0.1782,,0.1805,,0.0255011,,0.059999999,,0.214608997,,0.9256,0.1562,0.47908506,1
674,0.001138528,,0.005,,0.00688378,,0.001,,,,0.0297473,,,,0.1735,,0.1722,,0.02414,,0.050000001,,0.210253999,,0.8983,0.1318,0.5490547,0.99999005
675,0.000969697,,0.005030303,,,,0.001,,,,,,,,0.1694,,0.1667,,0.022627801,,0.050000001,,0.205541,,0.8685,0.1178,0.5685007,0.99999005
