x, y
380, 0
437.9823787150516, 0.0016666412353517194
449.7355611662198, 0.015000025431315185
456.3956859325929, 0.10666669209798174
461.88051038778246, 0.3933333079020183
466.1900046418997, 0.678333314259847
468.5406351541556, 0.8349999745686849
472.0665958674838, 0.9216666698455811
477.5514203226733, 0.9883333206176758
479.9020508349292, 0.9983333269755046
481.46914780639605, 0.9783332983652752
488.52106923305234, 0.8216666539510092
503.4084157372655, 0.5983332951863608
512.8109676761777, 0.5450000127156576
526.9147806396018, 0.5116666793823242
541.0185936030258, 0.45833333333333337
568.8344826493679, 0.2966665267944336
596.258575035427, 0.15499986012776704
625.6415311633473, 0.07500000000000001
654.24092386059, 0.03166669209798174
680.4896860455767, 0.015000025431315185
713.0068361164307, 0.00666669209798197
780, 0.003333282470703202
