x, y
379.5996057306296, 0
418.8388398173573, 0
450.47047586761164, 0.01870758552013037
467.2872795661647, 0.08333335360702061
475.2952871460709, 0.1003402200454122
490.5105137671424, 0.18367350877663324
505.7257098400894, 0.47789116283431526
515.3353250456016, 0.721088444642121
522.5425440867671, 0.8588435437866961
528.5485497716967, 0.9455782382434954
535.3553439953671, 0.9778911547248403
543.3633515752733, 0.9948979562874323
553.7737553195263, 0.9693877539435443
567.7877685843621, 0.9200680358996074
588.6086066209929, 0.7670067569604798
609.0290198401287, 0.5901360920729023
626.6466426255472, 0.4302721314342176
650.2702710958954, 0.26190483489003624
675.4954766437249, 0.13945585066421395
713.9339374657742, 0.0493197504818367
780.4003637212459, 0
